employee_code,period,basic_salary,fixed_allowances,shift_allowances,overtime_pay,bonus,gross_earnings,attendance_deduction,no_pay_deduction,loan_deduction,total_deductions,net_salary,status
EMP0072,2026-03,99500,11315,0,4185.7,0,115000.7,892.95,7653.85,4667,13213.8,101786.9,PAID
EMP0073,2026-03,92600,9906,0,4218.2,0,106724.2,734.57,7123.08,3616,11473.65,95250.55,PAID
EMP0075,2026-03,51100,10569,0,1295.93,0,62964.93,777.96,3930.77,0,4708.73,58256.2,PAID
EMP0076,2026-03,52100,10517,0,1014.45,0,63631.45,576.11,6011.54,0,6587.65,57043.8,PAID
EMP0077,2026-03,44100,10641,0,1913.47,0,56654.47,388.7,1696.15,0,2084.85,54569.62,PAID
EMP0078,2026-03,49700,12004,0,2909.12,0,64613.12,203.1,0,0,203.1,64410.02,PAID
EMP0079,2026-03,53500,10793,0,237.92,0,64530.92,818.79,12346.15,7796,20960.94,43569.98,PAID
EMP0080,2026-03,53200,10954,0,1310.82,0,65464.82,1142.44,4092.31,0,5234.75,60230.07,PAID
EMP0082,2026-03,47300,10839,0,1068.8,0,59207.8,841.39,5457.69,0,6299.08,52908.72,PAID
EMP0083,2026-03,191100,9654,0,2572.5,0,203326.5,490,7350,0,7840,195486.5,PAID
EMP0084,2026-03,150200,9025,0,2310.77,0,161535.77,1396.09,11553.85,2275,15224.94,146310.83,PAID
EMP0085,2026-03,72800,9181,0,892.5,0,82873.5,1481.67,2800,0,4281.67,78591.83,PAID
EMP0086,2026-03,77700,9785,0,607.03,0,88092.03,205.46,0,0,205.46,87886.57,PAID
EMP0087,2026-03,66000,10927,0,1213.7,0,78140.7,877.88,5076.92,0,5954.8,72185.9,PAID
EMP0088,2026-03,72800,10183,0,3316.25,0,86299.25,775.83,2800,4624,8199.83,78099.42,PAID
EMP0089,2026-03,76400,10055,0,1193.75,0,87648.75,1065.19,2938.46,0,4003.65,83645.1,PAID
EMP0091,2026-03,234900,11010,0,9316.95,0,255226.95,2428.05,9034.62,0,11462.67,243764.28,PAID
EMP0092,2026-03,149500,10576,0,4923.44,0,164999.44,143.75,0,0,143.75,164855.69,PAID
EMP0093,2026-03,71400,9293,0,2969.28,0,83662.28,457.69,2746.15,0,3203.84,80458.44,PAID
EMP0094,2026-03,68500,9272,0,1160.88,0,78932.88,395.19,5269.23,2264,7928.42,71004.46,PAID
EMP0095,2026-03,74400,10344,0,4480.1,0,89224.1,315.96,0,0,315.96,88908.14,PAID
EMP0096,2026-03,74400,11284,0,4962.98,0,90646.98,1383.08,11446.15,0,12829.23,77817.75,PAID
EMP0097,2026-03,80000,10457,0,3288.46,0,93745.46,1102.56,0,0,1102.56,92642.9,PAID
EMP0098,2026-03,80000,9324,0,6548.08,0,95872.08,269.23,3076.92,0,3346.15,92525.93,PAID
EMP0100,2026-03,79700,10932,0,1532.69,0,92164.69,1545.46,12261.54,4524,18331,73833.69,PAID
EMP0001,2026-04,423400,9845,0,10025.22,6439,449709.22,1832.02,0,4821,6653.02,443056.2,PAID
EMP0002,2026-04,189600,11261,0,4261.44,0,205122.44,2506.73,51046.15,0,53552.88,151569.56,PAID
EMP0003,2026-04,58700,11307,0,1037.13,0,71044.13,827.82,9030.77,6728,16586.59,54457.54,PAID
EMP0004,2026-04,49300,11306,0,2648.69,0,63254.69,438.49,1896.15,0,2334.64,60920.05,PAID
EMP0005,2026-04,59300,10886,0,2344.92,0,72530.92,513.17,2280.77,3117,5910.94,66619.98,PAID
EMP0006,2026-04,51700,12005,0,2305.37,0,66010.37,62.14,1988.46,0,2050.6,63959.77,PAID
EMP0007,2026-04,60900,11101,0,2203.23,0,74204.23,292.79,0,2230,2522.79,71681.44,PAID
EMP0008,2026-04,53500,11715,0,1286.06,0,66501.06,1003.13,0,0,1003.13,65497.93,PAID
EMP0009,2026-04,205600,8724,0,7858.27,0,222182.27,2306.41,31630.77,2016,35953.18,186229.09,PAID
EMP0010,2026-04,95600,11066,6406,5526.88,0,118598.88,1271.6,0,0,1271.6,117327.28,PAID
EMP0011,2026-04,99200,12559,4915,2730.38,0,119404.38,1247.95,3815.38,0,5063.33,114341.05,PAID
EMP0012,2026-04,108400,8710,6483,1055.34,0,124648.34,998.88,0,0,998.88,123649.46,PAID
EMP0013,2026-04,91000,9480,6129,4462.5,0,111071.5,802.08,3500,0,4302.08,106769.42,PAID
EMP0014,2026-04,84800,10735,6852,2334.04,0,104721.04,1821.03,26092.31,0,27913.34,76807.7,PAID
EMP0015,2026-04,77100,11538,6506,2168.44,0,97312.44,741.35,0,0,741.35,96571.09,PAID
EMP0016,2026-04,76500,10542,6836,1609.07,0,95487.07,612.98,5884.62,0,6497.6,88989.47,PAID
EMP0017,2026-04,61700,11286,6907,1053.05,0,80946.05,1003.61,2373.08,0,3376.69,77569.36,PAID
EMP0018,2026-04,57200,11568,5280,3774.38,0,77822.38,1109.17,4400,0,5509.17,72313.21,PAID
EMP0019,2026-04,56400,9720,5402,1281.2,0,72803.2,248.56,0,0,248.56,72554.64,PAID
EMP0020,2026-04,63500,8078,5475,1182.99,19529,97764.99,96.67,0,0,96.67,97668.32,PAID
EMP0021,2026-04,60100,11521,4901,1372.48,0,77894.48,914.98,4623.08,6546,12084.06,65810.42,PAID
EMP0022,2026-04,56800,10377,4798,2184.62,0,74159.62,223.01,0,0,223.01,73936.61,PAID
EMP0023,2026-04,61100,10850,6415,1747.81,0,80112.81,861.67,2350,0,3211.67,76901.14,PAID
EMP0024,2026-04,57000,8656,4513,1130.41,0,71299.41,0,2192.31,0,2192.31,69107.1,PAID
EMP0025,2026-04,63600,9802,4326,2858.94,0,80586.94,631.92,2446.15,0,3078.07,77508.87,PAID
EMP0026,2026-04,51900,11756,6908,2220.72,0,72784.72,798.46,1996.15,0,2794.61,69990.11,PAID
EMP0027,2026-04,63500,12494,6483,1480.65,0,83957.65,625.84,0,0,625.84,83331.81,PAID
EMP0028,2026-04,59200,11162,6974,1166.92,0,78502.92,635.64,2276.92,4770,7682.56,70820.36,PAID
EMP0029,2026-04,63500,10920,5580,1755.41,0,81755.41,763.22,0,0,763.22,80992.19,PAID
EMP0030,2026-04,59500,12037,5079,1995.25,0,78611.25,176.4,6865.38,5426,12467.78,66143.47,PAID
EMP0031,2026-04,64900,10674,5226,1263.68,0,82063.68,161.21,0,0,161.21,81902.47,PAID
EMP0032,2026-04,64500,9274,5687,1333.41,0,80794.41,480.65,2480.77,0,2961.42,77832.99,PAID
EMP0033,2026-04,57000,8850,6084,308.29,0,72242.29,831.25,6576.92,0,7408.17,64834.12,PAID
EMP0034,2026-04,62600,10330,5466,1662.81,0,80058.81,561.79,4815.38,0,5377.17,74681.64,PAID
EMP0035,2026-04,58400,11978,5157,3095.48,0,78630.48,935.9,4492.31,0,5428.21,73202.27,PAID
EMP0036,2026-04,53600,10711,4303,0,0,68614,1030.77,8246.15,0,9276.92,59337.08,PAID
EMP0037,2026-04,40000,11408,5902,1870.19,0,59180.19,137.82,0,0,137.82,59042.37,PAID
EMP0038,2026-04,43400,10295,6220,281.68,0,60196.68,514.68,3338.46,3521,7374.14,52822.54,PAID
EMP0039,2026-04,40900,9914,6258,1602.57,0,58674.57,455.54,3146.15,0,3601.69,55072.88,PAID
EMP0040,2026-04,39600,12823,5213,1327.93,0,58963.93,1285.1,3046.15,0,4331.25,54632.68,PAID
EMP0041,2026-04,45900,9432,5262,1599.88,0,62193.88,334.69,3530.77,0,3865.46,58328.42,PAID
EMP0042,2026-04,42300,10685,5814,1448.98,0,60247.98,996.49,4880.77,0,5877.26,54370.72,PAID
EMP0043,2026-04,45500,11428,4599,1192.19,0,62719.19,65.63,0,0,65.63,62653.56,PAID
EMP0044,2026-04,41000,10698,4914,1222.12,0,57834.12,295.67,4730.77,0,5026.44,52807.68,PAID
EMP0045,2026-04,39200,11459,4254,1045.96,0,55958.96,446.03,0,0,446.03,55512.93,PAID
EMP0046,2026-04,41400,10732,5152,1671.92,0,58955.92,36.49,0,0,36.49,58919.43,PAID
EMP0047,2026-04,29900,9426,4422,1645.94,0,45393.94,539.06,1150,5240,6929.06,38464.88,PAID
EMP0049,2026-04,185500,9468,0,2318.75,6560,203846.75,2437.66,7134.62,0,9572.28,194274.47,PAID
EMP0050,2026-04,86500,8880,6845,2661.54,0,104886.54,1067.39,3326.92,0,4394.31,100492.23,PAID
EMP0051,2026-04,94900,11815,6339,1277.5,0,114331.5,1163.44,14600,0,15763.44,98568.06,PAID
EMP0052,2026-04,53000,9727,5974,1133.89,14204,84038.89,318.51,6115.38,0,6433.89,77605,PAID
EMP0054,2026-04,52200,8901,5055,552.12,0,66708.12,501.92,6023.08,0,6525,60183.12,PAID
EMP0055,2026-04,59100,10194,5140,724.54,0,75158.54,288.87,4546.15,0,4835.02,70323.52,PAID
EMP0057,2026-04,52200,11906,6784,2697.84,0,73587.84,652.5,2007.69,0,2660.19,70927.65,PAID
EMP0059,2026-04,57900,11620,6480,1482.3,14123,91605.3,482.5,6680.77,0,7163.27,84442.03,PAID
EMP0060,2026-04,55100,8309,6257,1894.06,0,71560.06,260.49,4238.46,0,4498.95,67061.11,PAID
EMP0061,2026-04,185200,10721,0,4318.37,0,200239.37,3873.17,28492.31,0,32365.48,167873.89,PAID
EMP0062,2026-04,93500,9596,5797,2281.31,0,111174.31,1573.32,17980.77,0,19554.09,91620.22,PAID
EMP0063,2026-04,111100,11290,5349,2537.14,0,130276.14,872.42,4273.08,0,5145.5,125130.64,PAID
EMP0064,2026-04,55300,10070,4002,1542.02,0,70914.02,686.82,2126.92,0,2813.74,68100.28,PAID
EMP0065,2026-04,67000,9210,5705,2142.07,0,84057.07,429.49,5153.85,0,5583.34,78473.73,PAID
EMP0066,2026-04,53200,11358,5563,1336.39,0,71457.39,1257.53,2046.15,0,3303.68,68153.71,PAID
EMP0067,2026-04,61100,10223,4014,1968.13,0,77305.13,367.19,2350,0,2717.19,74587.94,PAID
EMP0068,2026-04,52900,8411,4699,3840.34,7577,77427.34,974.92,4069.23,0,5044.15,72383.19,PAID
EMP0069,2026-04,65300,10214,5349,3649.58,0,84512.58,685.44,7534.62,0,8220.06,76292.52,PAID
EMP0070,2026-04,62900,10934,5652,2313.39,15037,96836.39,236.88,4838.46,3737,8812.34,88024.05,PAID
EMP0071,2026-04,189900,8759,0,7281.02,0,205940.02,2160.72,14607.69,0,16768.41,189171.61,PAID
EMP0072,2026-04,99500,11570,0,1829.75,0,112899.75,797.28,7653.85,2677,11128.13,101771.62,PAID
EMP0073,2026-04,92600,10524,0,2793.58,0,105917.58,1291.06,0,0,1291.06,104626.52,PAID
EMP0075,2026-04,51100,9644,0,1216.08,0,61960.08,851.67,5896.15,0,6747.82,55212.26,PAID
EMP0076,2026-04,52100,10192,0,156.55,0,62448.55,726.39,2003.85,0,2730.24,59718.31,PAID
EMP0077,2026-04,44100,11544,0,545.95,0,56189.95,275.63,0,0,275.63,55914.32,PAID
EMP0078,2026-04,49700,9759,0,2305.79,0,61764.79,51.77,0,0,51.77,61713.02,PAID
EMP0079,2026-04,53500,10203,0,360.1,0,64063.1,655.89,8230.77,3014,11900.66,52162.44,PAID
EMP0080,2026-04,53200,10703,0,1899.09,0,65802.09,758.78,6138.46,0,6897.24,58904.85,PAID
EMP0082,2026-04,47300,10062,0,858.45,0,58220.45,1121.86,5457.69,0,6579.55,51640.9,PAID
EMP0083,2026-04,191100,11312,0,7235.16,0,209647.16,0,0,0,0,209647.16,PAID
EMP0084,2026-04,150200,11481,0,6047.72,0,167728.72,1311.84,11553.85,0,12865.69,154863.03,PAID
EMP0085,2026-04,72800,10869,0,2940,0,86609,1540,0,0,1540,85069,PAID
EMP0086,2026-04,77700,9904,0,3044.5,10738,101386.5,479.4,0,0,479.4,100907.1,PAID
EMP0087,2026-04,66000,9813,0,0,0,75813,592.31,2538.46,0,3130.77,72682.23,PAID
EMP0088,2026-04,72800,11958,0,2012.5,0,86770.5,1236.67,0,0,1236.67,85533.83,PAID
EMP0089,2026-04,76400,10751,0,2323.22,0,89474.22,1714.1,2938.46,0,4652.56,84821.66,PAID
EMP0090,2026-04,78200,12139,0,2688.13,7134,100161.13,589.01,9023.08,2455,12067.09,88094.04,PAID
EMP0091,2026-04,234900,10094,0,14653.02,0,259647.02,1769.28,9034.62,4892,15695.9,243951.12,PAID
EMP0092,2026-04,149500,10933,0,8014.06,0,168447.06,598.96,0,0,598.96,167848.1,PAID
EMP0093,2026-04,71400,8255,0,2351.39,0,82006.39,858.17,0,0,858.17,81148.22,PAID
EMP0094,2026-04,68500,9027,0,1391.41,0,78918.41,702.56,5269.23,0,5971.79,72946.62,PAID
EMP0095,2026-04,74400,9579,0,1395,0,85374,548.46,2861.54,0,3410,81964,PAID
EMP0096,2026-04,74400,10689,0,1582.79,0,86671.79,1514.23,11446.15,0,12960.38,73711.41,PAID
EMP0097,2026-04,80000,11874,0,2259.62,0,94133.62,1025.64,12307.69,0,13333.33,80800.29,PAID
EMP0098,2026-04,80000,11086,0,4307.69,0,95393.69,153.85,3076.92,0,3230.77,92162.92,PAID
EMP0099,2026-04,73300,11147,0,1585.82,0,86032.82,604.96,2819.23,0,3424.19,82608.63,PAID
EMP0100,2026-04,79700,8990,0,2730.11,0,91420.11,549.21,6130.77,0,6679.98,84740.13,PAID
EMP0001,2026-05,423400,11061,0,13536.59,10591,458588.59,5122.87,0,0,5122.87,453465.72,PAID
EMP0002,2026-05,189600,10733,0,5013.46,0,205346.46,2856.15,14584.62,0,17440.77,187905.69,PAID
EMP0003,2026-05,58700,10121,0,2342.36,0,71163.36,522.09,6773.08,0,7295.17,63868.19,PAID
EMP0004,2026-05,49300,11076,0,1718.39,0,62094.39,355.53,0,0,355.53,61738.86,PAID
EMP0005,2026-05,59300,9917,0,933.69,0,70150.69,969.33,2280.77,5297,8547.1,61603.59,PAID
EMP0006,2026-05,51700,11684,0,1093.65,0,64477.65,637.96,1988.46,0,2626.42,61851.23,PAID
EMP0007,2026-05,60900,11300,0,4157.6,0,76357.6,575.82,0,0,575.82,75781.78,PAID
EMP0008,2026-05,53500,11927,0,662.32,0,66089.32,844.51,0,0,844.51,65244.81,PAID
EMP0009,2026-05,205600,10155,0,6647.4,0,222402.4,4283.33,7907.69,0,12191.02,210211.38,PAID
EMP0010,2026-05,95600,9906,5964,2367.02,0,113837.02,474.94,11030.77,0,11505.71,102331.31,PAID
EMP0011,2026-05,99200,8150,5228,0,5418,117996,1192.31,3815.38,0,5007.69,112988.31,PAID
EMP0012,2026-05,108400,12136,6438,2345.19,0,129319.19,816.47,0,0,816.47,128502.72,PAID
EMP0013,2026-05,91000,10134,6169,3675,0,110978,809.38,3500,0,4309.38,106668.62,PAID
EMP0014,2026-05,84800,10559,5459,326.15,15110,116254.15,1698.72,9784.62,0,11483.34,104770.81,PAID
EMP0015,2026-05,77100,10942,4528,4401.74,0,96971.74,1457.98,0,0,1457.98,95513.76,PAID
EMP0016,2026-05,76500,9084,5686,1222.9,0,92492.9,361.66,2942.31,0,3303.97,89188.93,PAID
EMP0017,2026-05,61700,12383,5859,1053.05,0,80995.05,692.15,7119.23,3451,11262.38,69732.67,PAID
EMP0018,2026-05,57200,10851,5587,852.5,0,74490.5,554.58,2200,0,2754.58,71735.92,PAID
EMP0019,2026-05,56400,11194,4064,2677.64,8131,82466.64,198.85,0,6524,6722.85,75743.79,PAID
EMP0020,2026-05,63500,10967,5021,2190.44,0,81678.44,274.76,0,0,274.76,81403.68,PAID
EMP0021,2026-05,60100,10987,5509,209.48,0,76805.48,1309.87,11557.69,0,12867.56,63937.92,PAID
EMP0022,2026-05,56800,8968,5266,2266.54,0,73300.54,172.95,2184.62,0,2357.57,70942.97,PAID
EMP0023,2026-05,61100,10968,4537,866.56,19795,97266.56,832.29,2350,0,3182.29,94084.27,PAID
EMP0024,2026-05,57000,10003,5949,657.69,0,73609.69,0,2192.31,0,2192.31,71417.38,PAID
EMP0025,2026-05,63600,9318,4553,2308.56,0,79779.56,749.13,4892.31,0,5641.44,74138.12,PAID
EMP0026,2026-05,51900,10905,5914,2638.67,0,71357.67,590.53,1996.15,0,2586.68,68770.99,PAID
EMP0027,2026-05,63500,10001,4362,3747.42,0,81610.42,447.76,4884.62,0,5332.38,76278.04,PAID
EMP0028,2026-05,59200,9598,5420,925,0,75143,801.67,0,0,801.67,74341.33,PAID
EMP0029,2026-05,63500,10085,4701,2465.2,0,80751.2,961.66,0,0,961.66,79789.54,PAID
EMP0030,2026-05,59500,8299,6487,2381.43,0,76667.43,1411.22,4576.92,0,5988.14,70679.29,PAID
EMP0031,2026-05,64900,10392,5485,912.66,0,81689.66,0,0,7242,7242,74447.66,PAID
EMP0032,2026-05,64500,11906,5726,2519.53,0,84651.53,1162.86,4961.54,0,6124.4,78527.13,PAID
EMP0033,2026-05,57000,10813,5735,1794.95,18566,93908.95,520.67,8769.23,0,9289.9,84619.05,PAID
EMP0034,2026-05,62600,9311,5980,1309.18,0,79200.18,586.88,7223.08,0,7809.96,71390.22,PAID
EMP0035,2026-05,58400,11443,6915,1670.58,0,78428.58,1422.56,4492.31,0,5914.87,72513.71,PAID
EMP0036,2026-05,53600,11234,5373,2377.21,0,72584.21,1073.72,6184.62,0,7258.34,65325.87,PAID
EMP0037,2026-05,40000,10495,5080,2480.77,13249,71304.77,0,0,4455,4455,66849.77,PAID
EMP0038,2026-05,43400,11607,4988,1851.8,0,61846.8,312.98,1669.23,0,1982.21,59864.59,PAID
EMP0039,2026-05,40900,10528,5193,294.95,0,56915.95,314.62,0,7908,8222.62,48693.33,PAID
EMP0040,2026-05,39600,11116,6394,452.16,0,57562.16,428.37,6092.31,0,6520.68,51041.48,PAID
EMP0041,2026-05,45900,10431,6859,573.75,0,63763.75,735.58,1765.38,0,2500.96,61262.79,PAID
EMP0042,2026-05,42300,10335,4127,701.61,0,57463.61,376.23,11388.46,0,11764.69,45698.92,PAID
EMP0043,2026-05,45500,11516,5746,1334.38,0,64096.38,229.69,0,0,229.69,63866.69,PAID
EMP0044,2026-05,41000,10846,6697,1636.06,15610,75789.06,233.25,1576.92,0,1810.17,73978.89,PAID
EMP0045,2026-05,39200,12855,5484,961.15,0,58500.15,559.1,1507.69,0,2066.79,56433.36,PAID
EMP0046,2026-05,41400,10227,5924,1288.77,0,58839.77,172.5,0,0,172.5,58667.27,PAID
EMP0047,2026-05,29900,10794,4226,1415.94,0,46335.94,158.13,2300,0,2458.13,43877.81,PAID
EMP0049,2026-05,185500,11622,0,891.83,0,198013.83,1218.83,28538.46,0,29757.29,168256.54,PAID
EMP0050,2026-05,86500,9778,4245,2120.91,0,102643.91,603,9980.77,0,10583.77,92060.14,PAID
EMP0051,2026-05,94900,11181,6586,1334.53,0,114001.53,1596.88,10950,0,12546.88,101454.65,PAID
EMP0052,2026-05,53000,9191,5213,637.02,0,68041.02,488.38,0,0,488.38,67552.64,PAID
EMP0054,2026-05,52200,9216,6844,1097.96,0,69357.96,422.45,2007.69,3544,5974.14,63383.82,PAID
EMP0055,2026-05,59100,11449,6889,1591.15,0,79029.15,355.17,4546.15,0,4901.32,74127.83,PAID
EMP0057,2026-05,52200,8835,5546,1066.59,0,67647.59,899.28,2007.69,2759,5665.97,61981.62,PAID
EMP0059,2026-05,57900,10467,4822,2484.41,0,75673.41,422.19,4453.85,0,4876.04,70797.37,PAID
EMP0060,2026-05,55100,10820,4668,1304.65,8436,80328.65,940.41,4238.46,0,5178.87,75149.78,PAID
EMP0061,2026-05,185200,10249,0,5008.41,0,200457.41,3873.17,35615.38,0,39488.55,160968.86,PAID
EMP0062,2026-05,93500,10126,5045,4731.19,18895,132297.19,1423.48,10788.46,4057,16268.94,116028.25,PAID
EMP0063,2026-05,111100,12382,6314,3031.21,0,132827.21,988.15,4273.08,0,5261.23,127565.98,PAID
EMP0064,2026-05,55300,10324,6290,817.54,17236,89967.54,673.53,4253.85,7606,12533.38,77434.16,PAID
EMP0065,2026-05,67000,10532,5179,2045.43,0,84756.43,746.23,7730.77,0,8477,76279.43,PAID
EMP0066,2026-05,53200,10918,4512,1202.12,0,69832.12,605.32,4092.31,0,4697.63,65134.49,PAID
EMP0067,2026-05,61100,10849,5056,1226.41,0,78231.41,543.44,0,0,543.44,77687.97,PAID
EMP0068,2026-05,52900,11471,5481,826.56,0,70678.56,267.04,4069.23,0,4336.27,66342.29,PAID
EMP0069,2026-05,65300,9593,6175,722.07,0,81790.07,800.55,0,0,800.55,80989.52,PAID
EMP0070,2026-05,62900,11231,5047,430.93,0,79608.93,468.73,2419.23,0,2887.96,76720.97,PAID
EMP0071,2026-05,189900,9920,0,5888.73,0,205708.73,1186.88,21911.54,3301,26399.42,179309.31,PAID
EMP0072,2026-05,99500,11458,0,669.71,6818,118445.71,558.09,11480.77,0,12038.86,106406.85,PAID
EMP0073,2026-05,92600,10782,0,2737.93,0,106119.93,1009.1,0,0,1009.1,105110.83,PAID
EMP0075,2026-05,51100,10282,0,2100.5,0,63482.5,880.33,1965.38,0,2845.71,60636.79,PAID
EMP0076,2026-05,52100,10827,0,1202.31,0,64129.31,567.76,2003.85,0,2571.61,61557.7,PAID
EMP0077,2026-05,44100,10438,0,906.38,0,55444.38,296.83,3392.31,0,3689.14,51755.24,PAID
EMP0078,2026-05,49700,9436,0,973.69,0,60109.69,151.33,0,0,151.33,59958.36,PAID
EMP0079,2026-05,53500,11900,0,1099.58,0,66499.58,1500.4,6173.08,0,7673.48,58826.1,PAID
EMP0080,2026-05,53200,10486,0,2052.55,12188,77926.55,690.58,4092.31,5654,10436.89,67489.66,PAID
EMP0081,2026-05,48200,12204,0,0,0,60404,722.23,0,0,722.23,59681.77,PAID
EMP0082,2026-05,47300,11215,0,1176.81,0,59691.81,860.34,5457.69,0,6318.03,53373.78,PAID
EMP0083,2026-05,191100,10342,0,4593.75,0,206035.75,0,0,0,0,206035.75,PAID
EMP0084,2026-05,150200,9578,0,3755,14867,178400,974.86,0,0,974.86,177425.14,PAID
EMP0085,2026-05,72800,10394,0,2283.75,0,85477.75,548.33,8400,0,8948.33,76529.42,PAID
EMP0086,2026-05,77700,10891,0,1951.84,7140,97682.84,498.08,0,0,498.08,97184.76,PAID
EMP0087,2026-05,66000,10593,0,0,0,76593,1232.21,2538.46,0,3770.67,72822.33,PAID
EMP0088,2026-05,72800,10779,0,1557.5,0,85136.5,600.83,5600,0,6200.83,78935.67,PAID
EMP0089,2026-05,76400,10482,0,2433.41,0,89315.41,881.54,2938.46,0,3820,85495.41,PAID
EMP0090,2026-05,78200,10275,0,1748.22,0,90223.22,1115.35,3007.69,0,4123.04,86100.18,PAID
EMP0091,2026-05,234900,9525,0,2399.82,0,246824.82,1637.52,9034.62,6913,17585.14,229239.68,PAID
EMP0092,2026-05,149500,9711,0,988.28,13264,173463.28,383.33,0,2262,2645.33,170817.95,PAID
EMP0093,2026-05,71400,9475,0,1716.35,0,82591.35,1659.13,0,0,1659.13,80932.22,PAID
EMP0094,2026-05,68500,9711,0,831.55,0,79042.55,1350.24,2634.62,0,3984.86,75057.69,PAID
EMP0095,2026-05,74400,9312,0,1010.48,0,84722.48,405.38,0,4597,5002.38,79720.1,PAID
EMP0096,2026-05,74400,12849,0,2727.4,7009,96985.4,1055.19,8584.62,0,9639.81,87345.59,PAID
EMP0097,2026-05,80000,9085,0,913.46,0,89998.46,596.15,6153.85,0,6750,83248.46,PAID
EMP0098,2026-05,80000,10205,0,1076.92,17293,108574.92,391.03,0,4213,4604.03,103970.89,PAID
EMP0099,2026-05,73300,9188,0,1048.4,17725,101261.4,528.61,2819.23,0,3347.84,97913.56,PAID
EMP0100,2026-05,79700,10576,0,2040.4,0,92316.4,287.38,0,0,287.38,92029.02,PAID
EMP0001,2026-06,423400,9664,0,2340.91,0,435404.91,8074.46,48853.85,0,56928.31,378476.6,PAID
EMP0002,2026-06,189600,11611,0,3167.6,18095,222473.6,3068.85,29169.23,0,32238.08,190235.52,PAID
EMP0003,2026-06,58700,12764,0,1368.73,0,72832.73,710.23,11288.46,5669,17667.69,55165.04,PAID
EMP0004,2026-06,49300,10596,0,1155.47,0,61051.47,213.32,0,0,213.32,60838.15,PAID
EMP0005,2026-06,59300,9327,0,2245.13,0,70872.13,674.73,4561.54,0,5236.27,65635.86,PAID
EMP0006,2026-06,51700,9735,0,1019.09,0,62454.09,720.82,1988.46,0,2709.28,59744.81,PAID
EMP0007,2026-06,60900,9910,0,2254.47,14957,88021.47,92.72,0,0,92.72,87928.75,PAID
EMP0008,2026-06,53500,10530,0,3858.17,0,67888.17,1123.16,4115.38,0,5238.54,62649.63,PAID
EMP0009,2026-06,205600,10091,0,3434.9,8179,227304.9,2734.74,7907.69,0,10642.43,216662.47,PAID
EMP0010,2026-06,95600,9791,5916,1367.36,0,112674.36,1578.01,0,0,1578.01,111096.35,PAID
EMP0011,2026-06,99200,11978,4366,2503.85,0,118047.85,1454.62,7630.77,0,9085.39,108962.46,PAID
EMP0012,2026-06,108400,9116,5138,4586.15,0,127240.15,495.1,16676.92,0,17172.02,110068.13,PAID
EMP0013,2026-06,91000,11193,4025,3215.63,0,109433.63,1122.92,14000,0,15122.92,94310.71,PAID
EMP0014,2026-06,84800,9289,5907,540.19,0,100536.19,1338.59,16307.69,0,17646.28,82889.91,PAID
EMP0015,2026-06,77100,11032,6781,1899.7,0,96812.7,426.27,8896.15,0,9322.42,87490.28,PAID
EMP0016,2026-06,76500,10141,6223,2859.56,0,95723.56,821.39,0,4256,5077.39,90646.17,PAID
EMP0017,2026-06,61700,10884,6657,2491.73,0,81732.73,336.19,7119.23,0,7455.42,74277.31,PAID
EMP0018,2026-06,57200,11326,4761,1031.25,0,74318.25,646.25,4400,0,5046.25,69272,PAID
EMP0019,2026-06,56400,11356,5444,223.7,0,73423.7,0,0,0,0,73423.7,PAID
EMP0020,2026-06,63500,9276,6383,1381.43,11714,92254.43,167.91,2442.31,0,2610.22,89644.21,PAID
EMP0021,2026-06,60100,11134,6378,1639.75,0,79251.75,255.23,9246.15,0,9501.38,69750.37,PAID
EMP0022,2026-06,56800,11667,4076,1276.63,9622,83441.63,441.47,0,0,441.47,83000.16,PAID
EMP0023,2026-06,61100,12092,5099,492.03,0,78783.03,984.06,2350,5808,9142.06,69640.97,PAID
EMP0024,2026-06,57000,11087,6445,1829.21,0,76361.21,123.32,0,4987,5110.32,71250.89,PAID
EMP0025,2026-06,63600,10619,4843,588.61,0,79650.61,810.29,7338.46,0,8148.75,71501.86,PAID
EMP0026,2026-06,51900,10672,5965,2077.25,0,70614.25,765.19,1996.15,0,2761.34,67852.91,PAID
EMP0027,2026-06,63500,11007,6536,1763.04,0,82806.04,686.9,7326.92,0,8013.82,74792.22,PAID
EMP0028,2026-06,59200,11167,4526,725.77,0,75618.77,441.15,2276.92,0,2718.07,72900.7,PAID
EMP0029,2026-06,63500,10301,4705,1663.82,0,80169.82,737.78,7326.92,3584,11648.7,68521.12,PAID
EMP0030,2026-06,59500,8497,6421,2038.16,0,76456.16,734.21,4576.92,5760,11071.13,65385.03,PAID
EMP0031,2026-06,64900,11192,6873,2675.56,0,85640.56,265.22,0,5416,5681.22,79959.34,PAID
EMP0032,2026-06,64500,8766,6738,1914.84,0,81918.84,522,9923.08,7096,17541.08,64377.76,PAID
EMP0033,2026-06,57000,10251,5374,376.8,0,73001.8,1488.94,17538.46,0,19027.4,53974.4,PAID
EMP0034,2026-06,62600,11139,5521,1391.95,0,80651.95,817.61,4815.38,0,5632.99,75018.96,PAID
EMP0035,2026-06,58400,11205,6423,1923.27,0,77951.27,641.09,8984.62,0,9625.71,68325.56,PAID
EMP0036,2026-06,53600,9007,4377,1172.5,9491,77647.5,1275.58,10307.69,0,11583.27,66064.23,PAID
EMP0037,2026-06,40000,9445,6915,889.42,0,57249.42,96.15,0,2948,3044.15,54205.27,PAID
