employee_code,period,kpi_score,manager_score,final_score,rating,status
EMP0091,2026-06,74.74,67.36,72.53,Good,FINALIZED
EMP0092,2026-06,84.14,77.74,82.22,Very Good,FINALIZED
EMP0093,2026-06,82.4,78.16,81.13,Very Good,FINALIZED
EMP0094,2026-06,78.89,71.47,76.66,Good,FINALIZED
EMP0095,2026-06,80.1,75.51,78.72,Good,FINALIZED
EMP0096,2026-06,93.52,98.19,94.92,Outstanding,FINALIZED
EMP0097,2026-06,98.08,96.47,97.6,Outstanding,FINALIZED
EMP0098,2026-06,93.54,87.11,91.61,Outstanding,FINALIZED
EMP0099,2026-06,88.13,80.93,85.97,Very Good,FINALIZED
EMP0100,2026-06,60.77,55.53,59.2,Needs Improvement,FINALIZED
EMP0001,2026-07,80.99,83.89,81.86,Very Good,FINALIZED
EMP0002,2026-07,86.35,89.69,87.35,Very Good,FINALIZED
EMP0003,2026-07,82.28,77.5,80.85,Very Good,FINALIZED
EMP0004,2026-07,99.15,99.01,99.11,Outstanding,FINALIZED
EMP0005,2026-07,88.73,93.11,90.04,Outstanding,FINALIZED
EMP0006,2026-07,89.16,88.11,88.85,Very Good,FINALIZED
EMP0007,2026-07,105.51,100,103.86,Outstanding,FINALIZED
EMP0008,2026-07,80.46,85.14,81.86,Very Good,FINALIZED
EMP0009,2026-07,78.76,73.99,77.33,Good,FINALIZED
EMP0010,2026-07,78.63,73.64,77.13,Good,FINALIZED
EMP0011,2026-07,96.33,98.73,97.05,Outstanding,FINALIZED
EMP0012,2026-07,94.04,92.78,93.66,Outstanding,FINALIZED
EMP0013,2026-07,108.08,100,105.66,Outstanding,FINALIZED
EMP0014,2026-07,90.34,96.21,92.1,Outstanding,FINALIZED
EMP0015,2026-07,88.66,85.77,87.79,Very Good,FINALIZED
EMP0016,2026-07,87.29,87.53,87.36,Very Good,FINALIZED
EMP0017,2026-07,86.99,80.66,85.09,Very Good,FINALIZED
EMP0018,2026-07,82.75,83.66,83.02,Very Good,FINALIZED
EMP0019,2026-07,89.94,87.84,89.31,Very Good,FINALIZED
EMP0020,2026-07,89.56,82.76,87.52,Very Good,FINALIZED
EMP0021,2026-07,105.55,100,103.89,Outstanding,FINALIZED
EMP0022,2026-07,91.77,87.17,90.39,Outstanding,FINALIZED
EMP0023,2026-07,112.16,100,108.51,Outstanding,FINALIZED
EMP0024,2026-07,91.85,86.59,90.27,Outstanding,FINALIZED
EMP0025,2026-07,89.97,89.73,89.9,Very Good,FINALIZED
EMP0026,2026-07,110.34,100,107.24,Outstanding,FINALIZED
EMP0027,2026-07,112.05,100,108.43,Outstanding,FINALIZED
EMP0028,2026-07,86.04,88.03,86.64,Very Good,FINALIZED
EMP0029,2026-07,75.79,78.43,76.58,Good,FINALIZED
EMP0030,2026-07,77.64,77.68,77.65,Good,FINALIZED
EMP0031,2026-07,93.29,93.38,93.32,Outstanding,FINALIZED
EMP0032,2026-07,111.73,100,108.21,Outstanding,FINALIZED
EMP0033,2026-07,86.56,80.07,84.61,Very Good,FINALIZED
EMP0034,2026-07,86.99,82.21,85.56,Very Good,FINALIZED
EMP0035,2026-07,80.47,84.39,81.65,Very Good,FINALIZED
EMP0036,2026-07,80.44,82.07,80.93,Very Good,FINALIZED
EMP0037,2026-07,94.24,88.06,92.39,Outstanding,FINALIZED
EMP0038,2026-07,91.15,88.56,90.37,Outstanding,FINALIZED
EMP0039,2026-07,87.33,87.94,87.51,Very Good,FINALIZED
EMP0040,2026-07,87.68,84.37,86.69,Very Good,FINALIZED
EMP0041,2026-07,91.37,90.57,91.13,Outstanding,FINALIZED
EMP0042,2026-07,81.88,87.15,83.46,Very Good,FINALIZED
EMP0043,2026-07,89.02,94.87,90.78,Outstanding,FINALIZED
EMP0044,2026-07,113.17,100,109.22,Outstanding,FINALIZED
EMP0045,2026-07,88.26,84.97,87.27,Very Good,FINALIZED
EMP0046,2026-07,81.45,84.91,82.49,Very Good,FINALIZED
EMP0047,2026-07,90.81,93.73,91.69,Outstanding,FINALIZED
EMP0049,2026-07,65.73,63.28,65,Satisfactory,FINALIZED
EMP0050,2026-07,74.98,67.42,72.71,Good,FINALIZED
EMP0051,2026-07,70.74,73.06,71.44,Good,FINALIZED
EMP0052,2026-07,74.54,79.45,76.01,Good,FINALIZED
EMP0054,2026-07,78.78,77.63,78.44,Good,FINALIZED
EMP0055,2026-07,76.13,72.34,74.99,Good,FINALIZED
EMP0056,2026-07,75.17,77.26,75.8,Good,FINALIZED
EMP0057,2026-07,72.59,73,72.71,Good,FINALIZED
EMP0058,2026-07,78.55,76.37,77.9,Good,FINALIZED
EMP0059,2026-07,76.43,81.93,78.08,Good,FINALIZED
EMP0060,2026-07,77.48,73.88,76.4,Good,FINALIZED
EMP0061,2026-07,78.56,73.31,76.99,Good,FINALIZED
EMP0062,2026-07,73.09,73.89,73.33,Good,FINALIZED
EMP0063,2026-07,70.36,69.76,70.18,Good,FINALIZED
EMP0064,2026-07,68.81,70.03,69.18,Satisfactory,FINALIZED
EMP0065,2026-07,95.28,100,96.7,Outstanding,FINALIZED
EMP0066,2026-07,62.34,59.86,61.6,Satisfactory,FINALIZED
EMP0067,2026-07,91.7,93.06,92.11,Outstanding,FINALIZED
EMP0068,2026-07,88.36,88.5,88.4,Very Good,FINALIZED
EMP0069,2026-07,76.54,76.55,76.54,Good,FINALIZED
EMP0070,2026-07,78.52,77.84,78.32,Good,FINALIZED
EMP0071,2026-07,82.58,80.13,81.85,Very Good,FINALIZED
EMP0072,2026-07,71.18,67,69.93,Satisfactory,FINALIZED
EMP0073,2026-07,83.33,82.27,83.01,Very Good,FINALIZED
EMP0074,2026-07,72.96,66.74,71.09,Good,FINALIZED
EMP0075,2026-07,85.18,87.53,85.89,Very Good,FINALIZED
EMP0076,2026-07,77.45,69.6,75.1,Good,FINALIZED
EMP0077,2026-07,83.77,79.26,82.42,Very Good,FINALIZED
EMP0078,2026-07,85.61,91.2,87.29,Very Good,FINALIZED
EMP0079,2026-07,82.94,80.27,82.14,Very Good,FINALIZED
EMP0080,2026-07,102.04,100,101.43,Outstanding,FINALIZED
EMP0081,2026-07,87.86,93.48,89.55,Very Good,FINALIZED
EMP0082,2026-07,78.38,81.17,79.22,Good,FINALIZED
EMP0083,2026-07,80.98,81.61,81.17,Very Good,FINALIZED
EMP0084,2026-07,77.32,79.59,78,Good,FINALIZED
EMP0085,2026-07,81.46,82.66,81.82,Very Good,FINALIZED
EMP0086,2026-07,85.48,83.95,85.02,Very Good,FINALIZED
EMP0087,2026-07,86.97,90.71,88.09,Very Good,FINALIZED
EMP0088,2026-07,87.39,85.56,86.84,Very Good,FINALIZED
EMP0089,2026-07,82.68,79.45,81.71,Very Good,FINALIZED
EMP0090,2026-07,86.57,87.15,86.74,Very Good,FINALIZED
EMP0091,2026-07,70.36,70.73,70.47,Good,FINALIZED
EMP0092,2026-07,83.31,79.09,82.04,Very Good,FINALIZED
EMP0093,2026-07,80.28,74.68,78.6,Good,FINALIZED
EMP0094,2026-07,79.11,83.34,80.38,Very Good,FINALIZED
EMP0095,2026-07,82.7,75.11,80.42,Very Good,FINALIZED
EMP0096,2026-07,86.98,80.51,85.04,Very Good,FINALIZED
EMP0097,2026-07,99.77,100,99.84,Outstanding,FINALIZED
EMP0098,2026-07,92.55,85.3,90.38,Outstanding,FINALIZED
EMP0099,2026-07,85.26,82.02,84.29,Very Good,FINALIZED
EMP0100,2026-07,59.96,62,60.57,Satisfactory,FINALIZED
EMP0001,2026-08,77.25,80.75,78.3,Good,FINALIZED
EMP0002,2026-08,87.54,87.69,87.59,Very Good,FINALIZED
EMP0003,2026-08,80.55,81.61,80.87,Very Good,FINALIZED
EMP0004,2026-08,92.51,86.67,90.76,Outstanding,FINALIZED
EMP0005,2026-08,90.03,88.69,89.63,Very Good,FINALIZED
EMP0006,2026-08,99.41,97.57,98.86,Outstanding,FINALIZED
EMP0007,2026-08,104.52,100,103.16,Outstanding,FINALIZED
EMP0008,2026-08,86.66,89.19,87.42,Very Good,FINALIZED
EMP0009,2026-08,83.1,89.01,84.87,Very Good,FINALIZED
EMP0010,2026-08,76.77,75.36,76.35,Good,FINALIZED
EMP0011,2026-08,95.43,97.95,96.19,Outstanding,FINALIZED
EMP0012,2026-08,97.19,99.16,97.78,Outstanding,FINALIZED
EMP0013,2026-08,107.4,100,105.18,Outstanding,FINALIZED
EMP0014,2026-08,85.39,81.5,84.22,Very Good,FINALIZED
EMP0015,2026-08,92.72,92.73,92.72,Outstanding,FINALIZED
EMP0016,2026-08,89.31,91.94,90.1,Outstanding,FINALIZED
EMP0017,2026-08,84.82,82.26,84.05,Very Good,FINALIZED
EMP0018,2026-08,83.79,89.01,85.36,Very Good,FINALIZED
EMP0019,2026-08,95.01,98.16,95.96,Outstanding,FINALIZED
EMP0020,2026-08,87.26,86.41,87.01,Very Good,FINALIZED
EMP0021,2026-08,97.14,100,98,Outstanding,FINALIZED
EMP0022,2026-08,92.24,86.54,90.53,Outstanding,FINALIZED
EMP0023,2026-08,114.36,100,110.05,Outstanding,FINALIZED
EMP0024,2026-08,91.73,92.13,91.85,Outstanding,FINALIZED
EMP0025,2026-08,86.47,85.5,86.18,Very Good,FINALIZED
EMP0026,2026-08,112.51,100,108.76,Outstanding,FINALIZED
EMP0027,2026-08,109.83,100,106.88,Outstanding,FINALIZED
EMP0028,2026-08,90.86,91.06,90.92,Outstanding,FINALIZED
EMP0029,2026-08,73.88,69.26,72.49,Good,FINALIZED
EMP0030,2026-08,77.37,76.19,77.02,Good,FINALIZED
EMP0031,2026-08,92.89,87.53,91.28,Outstanding,FINALIZED
EMP0032,2026-08,110.88,100,107.62,Outstanding,FINALIZED
EMP0033,2026-08,87.63,81.11,85.67,Very Good,FINALIZED
EMP0034,2026-08,90.55,90.61,90.57,Outstanding,FINALIZED
EMP0035,2026-08,79.31,76.92,78.59,Good,FINALIZED
EMP0036,2026-08,88.26,89.38,88.6,Very Good,FINALIZED
EMP0037,2026-08,92.44,84.7,90.12,Outstanding,FINALIZED
EMP0038,2026-08,94,94.74,94.22,Outstanding,FINALIZED
EMP0039,2026-08,88.48,93.95,90.12,Outstanding,FINALIZED
EMP0040,2026-08,80.19,77.48,79.38,Good,FINALIZED
EMP0041,2026-08,89.75,84.83,88.27,Very Good,FINALIZED
EMP0042,2026-08,84.91,90.09,86.46,Very Good,FINALIZED
EMP0043,2026-08,91.06,89.19,90.5,Outstanding,FINALIZED
EMP0044,2026-08,112.03,100,108.42,Outstanding,FINALIZED
EMP0045,2026-08,83.13,77.45,81.43,Very Good,FINALIZED
EMP0046,2026-08,81.35,76.19,79.8,Good,FINALIZED
EMP0047,2026-08,89.34,91.61,90.02,Outstanding,FINALIZED
EMP0048,2026-08,94.92,99.21,96.21,Outstanding,FINALIZED
EMP0049,2026-08,65.53,65.16,65.42,Satisfactory,FINALIZED
EMP0050,2026-08,77.21,74.74,76.47,Good,FINALIZED
EMP0051,2026-08,69.88,63.6,68,Satisfactory,FINALIZED
EMP0052,2026-08,74.16,79.5,75.76,Good,FINALIZED
EMP0053,2026-08,78.8,82.02,79.77,Good,FINALIZED
EMP0054,2026-08,76.94,73.03,75.77,Good,FINALIZED
EMP0055,2026-08,81.72,80.73,81.42,Very Good,FINALIZED
EMP0056,2026-08,73.7,75.22,74.16,Good,FINALIZED
EMP0057,2026-08,77.16,82.23,78.68,Good,FINALIZED
EMP0058,2026-08,73.8,71.09,72.99,Good,FINALIZED
EMP0059,2026-08,78.96,75.42,77.9,Good,FINALIZED
EMP0060,2026-08,80.34,79.87,80.2,Very Good,FINALIZED
EMP0061,2026-08,82.36,77.91,81.02,Very Good,FINALIZED
EMP0062,2026-08,76.38,79.03,77.18,Good,FINALIZED
EMP0063,2026-08,67.75,71.37,68.84,Satisfactory,FINALIZED
EMP0064,2026-08,35.69,38.08,36.41,Needs Improvement,FINALIZED
EMP0065,2026-08,94.27,94.94,94.47,Outstanding,FINALIZED
EMP0066,2026-08,61.57,59.62,60.99,Satisfactory,FINALIZED
EMP0067,2026-08,88.48,92.97,89.83,Very Good,FINALIZED
EMP0068,2026-08,89.39,93.09,90.5,Outstanding,FINALIZED
EMP0069,2026-08,80.3,81.16,80.56,Very Good,FINALIZED
EMP0070,2026-08,88.48,86.23,87.81,Very Good,FINALIZED
EMP0071,2026-08,86.43,91.1,87.83,Very Good,FINALIZED
EMP0072,2026-08,71.62,75.67,72.84,Good,FINALIZED
EMP0073,2026-08,83.86,89.05,85.42,Very Good,FINALIZED
EMP0074,2026-08,82.35,85.11,83.18,Very Good,FINALIZED
EMP0075,2026-08,84.69,77.09,82.41,Very Good,FINALIZED
EMP0076,2026-08,83.79,78.14,82.1,Very Good,FINALIZED
EMP0077,2026-08,80.49,77.47,79.58,Good,FINALIZED
EMP0078,2026-08,86.84,84.08,86.01,Very Good,FINALIZED
EMP0079,2026-08,75.95,77.89,76.53,Good,FINALIZED
EMP0080,2026-08,100.18,100,100.13,Outstanding,FINALIZED
EMP0081,2026-08,83.64,77.42,81.77,Very Good,FINALIZED
EMP0082,2026-08,80.7,80.91,80.76,Very Good,FINALIZED
EMP0083,2026-08,80.25,82.9,81.05,Very Good,FINALIZED
EMP0084,2026-08,69.34,65.25,68.11,Satisfactory,FINALIZED
EMP0085,2026-08,79.99,79.9,79.96,Good,FINALIZED
EMP0086,2026-08,86.46,85.43,86.15,Very Good,FINALIZED
EMP0087,2026-08,79,83.01,80.2,Very Good,FINALIZED
EMP0088,2026-08,88.23,87.97,88.15,Very Good,FINALIZED
EMP0089,2026-08,82.57,77.17,80.95,Very Good,FINALIZED
EMP0090,2026-08,82.78,82.52,82.7,Very Good,FINALIZED
EMP0091,2026-08,72.13,73.36,72.5,Good,FINALIZED
EMP0092,2026-08,85.9,91.33,87.53,Very Good,FINALIZED
EMP0093,2026-08,80.48,82.69,81.14,Very Good,FINALIZED
EMP0094,2026-08,74.64,70.01,73.25,Good,FINALIZED
EMP0095,2026-08,84.15,76.54,81.87,Very Good,FINALIZED
EMP0096,2026-08,90.37,91.95,90.84,Outstanding,FINALIZED
EMP0097,2026-08,96.76,100,97.73,Outstanding,FINALIZED
EMP0098,2026-08,88.54,93.23,89.95,Very Good,FINALIZED
EMP0099,2026-08,85.33,81.84,84.28,Very Good,FINALIZED
EMP0100,2026-08,61.81,65.71,62.98,Satisfactory,FINALIZED
EMP0001,2026-09,80.74,81.25,80.89,Very Good,MANAGER_REVIEWED
EMP0002,2026-09,78.74,81.49,79.57,Good,MANAGER_REVIEWED
EMP0003,2026-09,81.5,74.49,79.4,Good,MANAGER_REVIEWED
EMP0004,2026-09,98.15,92.72,96.52,Outstanding,MANAGER_REVIEWED
EMP0005,2026-09,84.41,89.63,85.98,Very Good,MANAGER_REVIEWED
EMP0006,2026-09,89.23,84.93,87.94,Very Good,MANAGER_REVIEWED
EMP0007,2026-09,99.16,93.46,97.45,Outstanding,MANAGER_REVIEWED
EMP0008,2026-09,82.92,85.26,83.62,Very Good,MANAGER_REVIEWED
EMP0009,2026-09,82.3,81.12,81.95,Very Good,MANAGER_REVIEWED
EMP0010,2026-09,83.22,75.48,80.9,Very Good,MANAGER_REVIEWED
EMP0011,2026-09,96.82,95.21,96.34,Outstanding,MANAGER_REVIEWED
EMP0012,2026-09,95.27,91.63,94.18,Outstanding,MANAGER_REVIEWED
EMP0013,2026-09,106.16,100,104.31,Outstanding,MANAGER_REVIEWED
EMP0014,2026-09,86.02,85.92,85.99,Very Good,MANAGER_REVIEWED
EMP0015,2026-09,89.31,83.3,87.51,Very Good,MANAGER_REVIEWED
EMP0016,2026-09,86.71,82.23,85.37,Very Good,MANAGER_REVIEWED
EMP0017,2026-09,79.07,77.74,78.67,Good,MANAGER_REVIEWED
EMP0018,2026-09,82.34,84.88,83.1,Very Good,MANAGER_REVIEWED
EMP0019,2026-09,96.53,100,97.57,Outstanding,MANAGER_REVIEWED
EMP0020,2026-09,93.21,87.6,91.53,Outstanding,MANAGER_REVIEWED
EMP0021,2026-09,107.49,100,105.24,Outstanding,MANAGER_REVIEWED
EMP0022,2026-09,92.48,85.33,90.34,Outstanding,MANAGER_REVIEWED
EMP0023,2026-09,116.7,100,111.69,Outstanding,MANAGER_REVIEWED
EMP0024,2026-09,93.91,98.52,95.29,Outstanding,MANAGER_REVIEWED
EMP0025,2026-09,85.49,79.46,83.68,Very Good,MANAGER_REVIEWED
EMP0026,2026-09,108.11,100,105.68,Outstanding,MANAGER_REVIEWED
EMP0027,2026-09,113.15,100,109.21,Outstanding,MANAGER_REVIEWED
EMP0028,2026-09,90.11,93.59,91.15,Outstanding,MANAGER_REVIEWED
EMP0029,2026-09,76.36,73.97,75.64,Good,MANAGER_REVIEWED
EMP0030,2026-09,77.96,82,79.17,Good,MANAGER_REVIEWED
EMP0031,2026-09,94.25,86.88,92.04,Outstanding,MANAGER_REVIEWED
EMP0032,2026-09,110.01,100,107.01,Outstanding,MANAGER_REVIEWED
EMP0033,2026-09,88.31,86.06,87.64,Very Good,MANAGER_REVIEWED
EMP0034,2026-09,90.3,94.4,91.53,Outstanding,MANAGER_REVIEWED
EMP0035,2026-09,79.95,81.69,80.47,Very Good,MANAGER_REVIEWED
EMP0036,2026-09,90.94,96.43,92.59,Outstanding,MANAGER_REVIEWED
EMP0037,2026-09,96.75,100,97.73,Outstanding,MANAGER_REVIEWED
EMP0038,2026-09,92.43,90.43,91.83,Outstanding,MANAGER_REVIEWED
EMP0039,2026-09,94.11,94.74,94.3,Outstanding,MANAGER_REVIEWED
EMP0040,2026-09,93.3,90.52,92.47,Outstanding,MANAGER_REVIEWED
EMP0041,2026-09,93.48,96.83,94.48,Outstanding,MANAGER_REVIEWED
EMP0042,2026-09,82.15,79.9,81.48,Very Good,MANAGER_REVIEWED
EMP0043,2026-09,95.3,98.99,96.41,Outstanding,MANAGER_REVIEWED
EMP0044,2026-09,105.82,99.48,103.92,Outstanding,MANAGER_REVIEWED
EMP0045,2026-09,86.54,91.58,88.05,Very Good,MANAGER_REVIEWED
EMP0046,2026-09,80.72,78,79.9,Good,MANAGER_REVIEWED
EMP0047,2026-09,93.2,86.59,91.22,Outstanding,MANAGER_REVIEWED
EMP0048,2026-09,97.42,92.72,96.01,Outstanding,MANAGER_REVIEWED
EMP0049,2026-09,65.6,67.6,66.2,Satisfactory,MANAGER_REVIEWED
EMP0050,2026-09,67.88,68.95,68.2,Satisfactory,MANAGER_REVIEWED
EMP0051,2026-09,69.96,75.02,71.48,Good,MANAGER_REVIEWED
EMP0052,2026-09,80.87,83.98,81.8,Very Good,MANAGER_REVIEWED
EMP0053,2026-09,79.01,78.58,78.88,Good,MANAGER_REVIEWED
EMP0054,2026-09,80.38,76.43,79.19,Good,MANAGER_REVIEWED
EMP0055,2026-09,75.31,73.44,74.75,Good,MANAGER_REVIEWED
EMP0056,2026-09,67.37,73.29,69.15,Satisfactory,MANAGER_REVIEWED
EMP0057,2026-09,76.21,75.34,75.95,Good,MANAGER_REVIEWED
EMP0058,2026-09,75.66,74.16,75.21,Good,MANAGER_REVIEWED
EMP0059,2026-09,70.15,74.82,71.55,Good,MANAGER_REVIEWED
EMP0060,2026-09,78.04,76.5,77.58,Good,MANAGER_REVIEWED
EMP0061,2026-09,74.88,71.68,73.92,Good,MANAGER_REVIEWED
EMP0062,2026-09,71.9,64.84,69.78,Satisfactory,MANAGER_REVIEWED
EMP0063,2026-09,70.32,64.16,68.47,Satisfactory,MANAGER_REVIEWED
EMP0064,2026-09,37.16,39.47,37.85,Needs Improvement,MANAGER_REVIEWED
EMP0065,2026-09,96.32,97.71,96.74,Outstanding,MANAGER_REVIEWED
EMP0066,2026-09,63.88,57.32,61.91,Satisfactory,MANAGER_REVIEWED
EMP0067,2026-09,88.75,88.03,88.53,Very Good,MANAGER_REVIEWED
EMP0068,2026-09,86.13,86.51,86.24,Very Good,MANAGER_REVIEWED
EMP0069,2026-09,82.03,80.45,81.56,Very Good,MANAGER_REVIEWED
EMP0070,2026-09,80.94,80.55,80.82,Very Good,MANAGER_REVIEWED
EMP0071,2026-09,82.31,75.37,80.23,Very Good,MANAGER_REVIEWED
EMP0072,2026-09,66.87,72.15,68.45,Satisfactory,MANAGER_REVIEWED
EMP0073,2026-09,77.17,71.06,75.34,Good,MANAGER_REVIEWED
EMP0074,2026-09,82.44,76.93,80.79,Very Good,MANAGER_REVIEWED
EMP0075,2026-09,83.26,81.86,82.84,Very Good,MANAGER_REVIEWED
EMP0076,2026-09,84.34,84.7,84.45,Very Good,MANAGER_REVIEWED
EMP0077,2026-09,88.17,81.84,86.27,Very Good,MANAGER_REVIEWED
EMP0078,2026-09,90.24,85.1,88.7,Very Good,MANAGER_REVIEWED
EMP0079,2026-09,75.18,68.67,73.23,Good,MANAGER_REVIEWED
EMP0080,2026-09,90.94,88.02,90.06,Outstanding,MANAGER_REVIEWED
EMP0081,2026-09,82.09,75.42,80.09,Very Good,MANAGER_REVIEWED
EMP0082,2026-09,84.59,85.59,84.89,Very Good,MANAGER_REVIEWED
EMP0083,2026-09,78.12,81.68,79.19,Good,MANAGER_REVIEWED
EMP0084,2026-09,79.08,73.41,77.38,Good,MANAGER_REVIEWED
EMP0085,2026-09,82.15,74.27,79.79,Good,MANAGER_REVIEWED
EMP0086,2026-09,82.18,79.93,81.51,Very Good,MANAGER_REVIEWED
EMP0087,2026-09,78.26,77.62,78.07,Good,MANAGER_REVIEWED
EMP0088,2026-09,80.62,76.58,79.41,Good,MANAGER_REVIEWED
EMP0089,2026-09,72.2,69.85,71.5,Good,MANAGER_REVIEWED
EMP0090,2026-09,83.34,89,85.04,Very Good,MANAGER_REVIEWED
EMP0091,2026-09,71.28,73.07,71.82,Good,MANAGER_REVIEWED
EMP0092,2026-09,81.32,75.8,79.66,Good,MANAGER_REVIEWED
EMP0093,2026-09,83.34,81.3,82.73,Very Good,MANAGER_REVIEWED
EMP0094,2026-09,79.77,72.53,77.6,Good,MANAGER_REVIEWED
EMP0095,2026-09,82.69,77.72,81.2,Very Good,MANAGER_REVIEWED
EMP0096,2026-09,88.79,82.81,87,Very Good,MANAGER_REVIEWED
EMP0097,2026-09,100.22,99.79,100.09,Outstanding,MANAGER_REVIEWED
EMP0098,2026-09,89.06,89.45,89.18,Very Good,MANAGER_REVIEWED
EMP0099,2026-09,86.34,78.69,84.04,Very Good,MANAGER_REVIEWED
EMP0100,2026-09,55.31,51.9,54.29,Needs Improvement,MANAGER_REVIEWED
