employee_code,date,shift,check_in,check_out,regular_minutes,late_minutes,early_leave_minutes,overtime_minutes,status
EMP0036,2026-07-22,SHIFT_B,2026-07-22 14:30:00,2026-07-22 23:10:00,450,30,0,70,PRESENT
EMP0036,2026-07-23,SHIFT_B,2026-07-23 14:30:00,2026-07-23 22:00:00,450,30,0,0,PRESENT
EMP0036,2026-07-24,SHIFT_B,2026-07-24 14:00:00,2026-07-24 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-07-27,SHIFT_B,2026-07-27 14:00:00,2026-07-27 22:17:00,480,0,0,17,PRESENT
EMP0036,2026-07-28,SHIFT_B,2026-07-28 14:00:00,2026-07-28 23:14:00,480,0,0,74,PRESENT
EMP0036,2026-07-29,SHIFT_B,,,0,0,0,0,ABSENT
EMP0036,2026-07-30,SHIFT_B,2026-07-30 14:45:00,2026-07-30 21:51:00,426,45,9,0,PRESENT
EMP0036,2026-07-31,SHIFT_B,,,0,0,0,0,ABSENT
EMP0036,2026-08-03,SHIFT_B,2026-08-03 14:09:00,2026-08-03 22:00:00,471,9,0,0,PRESENT
EMP0036,2026-08-04,SHIFT_B,2026-08-04 14:00:00,2026-08-04 22:26:00,480,0,0,26,PRESENT
EMP0036,2026-08-05,SHIFT_B,2026-08-05 14:00:00,2026-08-05 23:03:00,465,0,15,78,PRESENT
EMP0036,2026-08-06,SHIFT_B,2026-08-06 14:00:00,2026-08-06 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-07,SHIFT_B,,,0,0,0,0,ABSENT
EMP0036,2026-08-10,SHIFT_B,2026-08-10 14:00:00,2026-08-10 23:31:00,480,0,0,91,PRESENT
EMP0036,2026-08-11,SHIFT_B,2026-08-11 14:30:00,2026-08-11 23:17:00,450,30,0,77,PRESENT
EMP0036,2026-08-12,SHIFT_B,2026-08-12 14:23:00,2026-08-12 22:00:00,457,23,0,0,PRESENT
EMP0036,2026-08-13,SHIFT_B,2026-08-13 14:00:00,2026-08-13 23:17:00,480,0,0,77,PRESENT
EMP0036,2026-08-14,SHIFT_B,2026-08-14 14:00:00,2026-08-14 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-17,SHIFT_B,2026-08-17 14:00:00,2026-08-17 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-18,SHIFT_B,2026-08-18 14:00:00,2026-08-18 21:48:00,468,0,12,0,PRESENT
EMP0036,2026-08-19,SHIFT_B,2026-08-19 14:00:00,2026-08-19 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-20,SHIFT_B,2026-08-20 14:00:00,2026-08-20 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-21,SHIFT_B,,,0,0,0,0,ABSENT
EMP0036,2026-08-24,SHIFT_B,2026-08-24 14:00:00,2026-08-24 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-25,SHIFT_B,2026-08-25 14:00:00,2026-08-25 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-08-26,SHIFT_B,2026-08-26 14:08:00,2026-08-26 22:00:00,472,8,0,0,PRESENT
EMP0036,2026-08-27,SHIFT_B,,,0,0,0,0,ABSENT
EMP0036,2026-08-28,SHIFT_B,2026-08-28 14:35:00,2026-08-28 22:00:00,445,35,0,0,PRESENT
EMP0036,2026-08-31,SHIFT_B,2026-08-31 14:00:00,2026-08-31 23:43:00,480,0,0,103,PRESENT
EMP0036,2026-09-01,SHIFT_B,2026-09-01 14:00:00,2026-09-01 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-09-02,SHIFT_B,2026-09-02 14:00:00,2026-09-02 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-09-03,SHIFT_B,2026-09-03 14:00:00,2026-09-03 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-09-04,SHIFT_B,2026-09-04 14:00:00,2026-09-04 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-09-07,SHIFT_B,2026-09-07 14:37:00,2026-09-07 22:00:00,443,37,0,0,PRESENT
EMP0036,2026-09-08,SHIFT_B,2026-09-08 14:00:00,2026-09-08 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-09-09,SHIFT_B,2026-09-09 14:00:00,2026-09-09 23:13:00,480,0,0,73,PRESENT
EMP0036,2026-09-10,SHIFT_B,2026-09-10 14:00:00,2026-09-10 22:00:00,480,0,0,0,PRESENT
EMP0036,2026-09-11,SHIFT_B,2026-09-11 14:38:00,2026-09-11 22:00:00,442,38,0,0,PRESENT
EMP0037,2025-09-11,SHIFT_B,2025-09-11 14:00:00,2025-09-11 23:30:00,480,0,0,90,PRESENT
EMP0037,2025-09-12,SHIFT_B,2025-09-12 14:00:00,2025-09-12 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-15,SHIFT_B,2025-09-15 14:00:00,2025-09-15 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-16,SHIFT_B,2025-09-16 14:00:00,2025-09-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-17,SHIFT_B,2025-09-17 14:00:00,2025-09-17 21:49:00,469,0,11,0,PRESENT
EMP0037,2025-09-18,SHIFT_B,2025-09-18 14:00:00,2025-09-18 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-19,SHIFT_B,2025-09-19 14:00:00,2025-09-19 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-22,SHIFT_B,2025-09-22 14:00:00,2025-09-22 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-23,SHIFT_B,2025-09-23 14:00:00,2025-09-23 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-24,SHIFT_B,2025-09-24 14:00:00,2025-09-24 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-25,SHIFT_B,2025-09-25 14:00:00,2025-09-25 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-26,SHIFT_B,2025-09-26 14:00:00,2025-09-26 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2025-09-29,SHIFT_B,2025-09-29 14:00:00,2025-09-29 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-09-30,SHIFT_B,2025-09-30 14:00:00,2025-09-30 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2025-10-01,SHIFT_B,2025-10-01 14:00:00,2025-10-01 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-02,SHIFT_B,2025-10-02 14:00:00,2025-10-02 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2025-10-03,SHIFT_B,2025-10-03 14:00:00,2025-10-03 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-06,SHIFT_B,2025-10-06 14:00:00,2025-10-06 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-07,SHIFT_B,2025-10-07 14:00:00,2025-10-07 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-08,SHIFT_B,2025-10-08 14:00:00,2025-10-08 22:30:00,480,0,0,30,PRESENT
EMP0037,2025-10-09,SHIFT_B,2025-10-09 14:00:00,2025-10-09 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-10,SHIFT_B,2025-10-10 14:00:00,2025-10-10 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-13,SHIFT_B,2025-10-13 14:00:00,2025-10-13 21:34:00,454,0,26,0,PRESENT
EMP0037,2025-10-14,SHIFT_B,2025-10-14 14:00:00,2025-10-14 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-15,SHIFT_B,2025-10-15 14:00:00,2025-10-15 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-16,SHIFT_B,2025-10-16 14:00:00,2025-10-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-17,SHIFT_B,2025-10-17 14:00:00,2025-10-17 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-20,SHIFT_B,2025-10-20 14:00:00,2025-10-20 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-21,SHIFT_B,2025-10-21 14:00:00,2025-10-21 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-22,SHIFT_B,2025-10-22 14:00:00,2025-10-22 22:15:00,480,0,0,15,PRESENT
EMP0037,2025-10-23,SHIFT_B,2025-10-23 14:00:00,2025-10-23 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-24,SHIFT_B,2025-10-24 14:00:00,2025-10-24 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-27,SHIFT_B,2025-10-27 14:00:00,2025-10-27 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-28,SHIFT_B,2025-10-28 14:00:00,2025-10-28 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-29,SHIFT_B,2025-10-29 14:00:00,2025-10-29 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-10-30,SHIFT_B,2025-10-30 14:15:00,2025-10-30 22:00:00,465,15,0,0,PRESENT
EMP0037,2025-10-31,SHIFT_B,2025-10-31 14:00:00,2025-10-31 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-03,SHIFT_B,2025-11-03 14:00:00,2025-11-03 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-04,SHIFT_B,2025-11-04 14:00:00,2025-11-04 23:07:00,480,0,0,67,PRESENT
EMP0037,2025-11-05,SHIFT_B,2025-11-05 14:00:00,2025-11-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-06,SHIFT_B,2025-11-06 14:00:00,2025-11-06 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-07,SHIFT_B,2025-11-07 14:00:00,2025-11-07 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-10,SHIFT_B,2025-11-10 14:00:00,2025-11-10 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-11,SHIFT_B,2025-11-11 14:00:00,2025-11-11 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-12,SHIFT_B,2025-11-12 14:00:00,2025-11-12 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-13,SHIFT_B,2025-11-13 14:00:00,2025-11-13 23:31:00,480,0,0,91,PRESENT
EMP0037,2025-11-14,SHIFT_B,2025-11-14 14:00:00,2025-11-14 23:40:00,480,0,0,100,PRESENT
EMP0037,2025-11-17,SHIFT_B,2025-11-17 14:00:00,2025-11-17 22:51:00,480,0,0,51,PRESENT
EMP0037,2025-11-18,SHIFT_B,2025-11-18 14:00:00,2025-11-18 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-19,SHIFT_B,2025-11-19 14:43:00,2025-11-19 22:00:00,437,43,0,0,PRESENT
EMP0037,2025-11-20,SHIFT_B,2025-11-20 14:00:00,2025-11-20 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-21,SHIFT_B,2025-11-21 14:00:00,2025-11-21 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-24,SHIFT_B,2025-11-24 14:00:00,2025-11-24 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-25,SHIFT_B,2025-11-25 14:00:00,2025-11-25 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-26,SHIFT_B,2025-11-26 14:00:00,2025-11-26 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-27,SHIFT_B,2025-11-27 14:00:00,2025-11-27 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-11-28,SHIFT_B,2025-11-28 14:00:00,2025-11-28 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-01,SHIFT_B,2025-12-01 14:00:00,2025-12-01 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-02,SHIFT_B,2025-12-02 14:00:00,2025-12-02 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-03,SHIFT_B,2025-12-03 14:42:00,2025-12-03 22:00:00,438,42,0,0,PRESENT
EMP0037,2025-12-04,SHIFT_B,2025-12-04 14:00:00,2025-12-04 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-05,SHIFT_B,2025-12-05 14:00:00,2025-12-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-08,SHIFT_B,2025-12-08 14:00:00,2025-12-08 21:55:00,475,0,5,0,PRESENT
EMP0037,2025-12-09,SHIFT_B,2025-12-09 14:00:00,2025-12-09 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-10,SHIFT_B,2025-12-10 14:00:00,2025-12-10 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-11,SHIFT_B,2025-12-11 14:00:00,2025-12-11 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-12,SHIFT_B,2025-12-12 14:00:00,2025-12-12 22:57:00,480,0,0,57,PRESENT
EMP0037,2025-12-15,SHIFT_B,2025-12-15 14:00:00,2025-12-15 23:23:00,480,0,0,83,PRESENT
EMP0037,2025-12-16,SHIFT_B,2025-12-16 14:00:00,2025-12-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-17,SHIFT_B,2025-12-17 14:00:00,2025-12-17 21:52:00,472,0,8,0,PRESENT
EMP0037,2025-12-18,SHIFT_B,2025-12-18 14:00:00,2025-12-18 21:44:00,464,0,16,0,PRESENT
EMP0037,2025-12-19,SHIFT_B,2025-12-19 14:00:00,2025-12-19 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-22,SHIFT_B,2025-12-22 14:00:00,2025-12-22 21:52:00,472,0,8,0,PRESENT
EMP0037,2025-12-23,SHIFT_B,2025-12-23 14:00:00,2025-12-23 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-24,SHIFT_B,2025-12-24 14:28:00,2025-12-24 22:00:00,452,28,0,0,PRESENT
EMP0037,2025-12-25,SHIFT_B,,,0,0,0,0,HOLIDAY
EMP0037,2025-12-26,SHIFT_B,2025-12-26 14:00:00,2025-12-26 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-29,SHIFT_B,2025-12-29 14:00:00,2025-12-29 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-30,SHIFT_B,2025-12-30 14:00:00,2025-12-30 22:00:00,480,0,0,0,PRESENT
EMP0037,2025-12-31,SHIFT_B,,,0,0,0,0,HOLIDAY
EMP0037,2026-01-01,SHIFT_B,,,0,0,0,0,HOLIDAY
EMP0037,2026-01-02,SHIFT_B,2026-01-02 14:00:00,2026-01-02 23:10:00,480,0,0,70,PRESENT
EMP0037,2026-01-05,SHIFT_B,2026-01-05 14:00:00,2026-01-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-06,SHIFT_B,2026-01-06 14:00:00,2026-01-06 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-07,SHIFT_B,2026-01-07 14:00:00,2026-01-07 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-08,SHIFT_B,2026-01-08 14:00:00,2026-01-08 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-09,SHIFT_B,2026-01-09 14:00:00,2026-01-09 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-12,SHIFT_B,2026-01-12 14:00:00,2026-01-12 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-13,SHIFT_B,2026-01-13 14:00:00,2026-01-13 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-14,SHIFT_B,2026-01-14 14:00:00,2026-01-14 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-15,SHIFT_B,2026-01-15 14:00:00,2026-01-15 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-16,SHIFT_B,2026-01-16 14:00:00,2026-01-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-19,SHIFT_B,,,0,0,0,0,LEAVE
EMP0037,2026-01-20,SHIFT_B,2026-01-20 14:00:00,2026-01-20 22:27:00,480,0,0,27,PRESENT
EMP0037,2026-01-21,SHIFT_B,2026-01-21 14:00:00,2026-01-21 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-22,SHIFT_B,2026-01-22 14:00:00,2026-01-22 23:17:00,480,0,0,77,PRESENT
EMP0037,2026-01-23,SHIFT_B,2026-01-23 14:00:00,2026-01-23 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-26,SHIFT_B,2026-01-26 14:00:00,2026-01-26 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2026-01-27,SHIFT_B,2026-01-27 14:00:00,2026-01-27 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-28,SHIFT_B,2026-01-28 14:00:00,2026-01-28 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-01-29,SHIFT_B,2026-01-29 14:00:00,2026-01-29 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2026-01-30,SHIFT_B,2026-01-30 14:00:00,2026-01-30 21:36:00,456,0,24,0,PRESENT
EMP0037,2026-02-02,SHIFT_B,2026-02-02 14:00:00,2026-02-02 23:59:00,480,0,0,119,PRESENT
EMP0037,2026-02-03,SHIFT_B,2026-02-03 14:00:00,2026-02-03 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-04,SHIFT_B,,,0,0,0,0,HOLIDAY
EMP0037,2026-02-05,SHIFT_B,2026-02-05 14:00:00,2026-02-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-06,SHIFT_B,2026-02-06 14:00:00,2026-02-06 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-09,SHIFT_B,2026-02-09 14:00:00,2026-02-09 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-10,SHIFT_B,2026-02-10 14:00:00,2026-02-10 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-11,SHIFT_B,2026-02-11 14:00:00,2026-02-11 23:20:00,480,0,0,80,PRESENT
EMP0037,2026-02-12,SHIFT_B,2026-02-12 14:00:00,2026-02-12 22:53:00,458,0,22,75,PRESENT
EMP0037,2026-02-13,SHIFT_B,2026-02-13 14:00:00,2026-02-13 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-16,SHIFT_B,2026-02-16 14:00:00,2026-02-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-17,SHIFT_B,2026-02-17 14:00:00,2026-02-17 22:44:00,463,0,17,61,PRESENT
EMP0037,2026-02-18,SHIFT_B,2026-02-18 14:00:00,2026-02-18 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-19,SHIFT_B,2026-02-19 14:00:00,2026-02-19 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-20,SHIFT_B,2026-02-20 14:00:00,2026-02-20 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-23,SHIFT_B,2026-02-23 14:35:00,2026-02-23 21:39:00,424,35,21,0,PRESENT
EMP0037,2026-02-24,SHIFT_B,2026-02-24 14:00:00,2026-02-24 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-25,SHIFT_B,2026-02-25 14:00:00,2026-02-25 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-26,SHIFT_B,2026-02-26 14:00:00,2026-02-26 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-02-27,SHIFT_B,2026-02-27 14:00:00,2026-02-27 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2026-03-02,SHIFT_B,2026-03-02 14:00:00,2026-03-02 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-03,SHIFT_B,2026-03-03 14:00:00,2026-03-03 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2026-03-04,SHIFT_B,2026-03-04 14:00:00,2026-03-04 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-05,SHIFT_B,2026-03-05 14:00:00,2026-03-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-06,SHIFT_B,2026-03-06 14:00:00,2026-03-06 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-09,SHIFT_B,2026-03-09 14:00:00,2026-03-09 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-10,SHIFT_B,2026-03-10 14:00:00,2026-03-10 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-11,SHIFT_B,2026-03-11 14:00:00,2026-03-11 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-12,SHIFT_B,2026-03-12 14:00:00,2026-03-12 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-13,SHIFT_B,2026-03-13 14:00:00,2026-03-13 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-16,SHIFT_B,2026-03-16 14:00:00,2026-03-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-17,SHIFT_B,2026-03-17 14:00:00,2026-03-17 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-18,SHIFT_B,2026-03-18 14:00:00,2026-03-18 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-19,SHIFT_B,2026-03-19 14:00:00,2026-03-19 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-20,SHIFT_B,2026-03-20 14:00:00,2026-03-20 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-23,SHIFT_B,2026-03-23 14:00:00,2026-03-23 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-24,SHIFT_B,2026-03-24 14:00:00,2026-03-24 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-25,SHIFT_B,2026-03-25 14:00:00,2026-03-25 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-26,SHIFT_B,2026-03-26 14:00:00,2026-03-26 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-27,SHIFT_B,2026-03-27 14:00:00,2026-03-27 22:23:00,480,0,0,23,PRESENT
EMP0037,2026-03-30,SHIFT_B,2026-03-30 14:00:00,2026-03-30 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-03-31,SHIFT_B,2026-03-31 14:00:00,2026-03-31 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-01,SHIFT_B,2026-04-01 14:00:00,2026-04-01 18:00:00,240,0,0,0,HALF_DAY
EMP0037,2026-04-02,SHIFT_B,2026-04-02 14:00:00,2026-04-02 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-03,SHIFT_B,2026-04-03 14:00:00,2026-04-03 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-06,SHIFT_B,2026-04-06 14:00:00,2026-04-06 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-07,SHIFT_B,2026-04-07 14:00:00,2026-04-07 23:24:00,452,0,28,112,PRESENT
EMP0037,2026-04-08,SHIFT_B,2026-04-08 14:00:00,2026-04-08 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-09,SHIFT_B,2026-04-09 14:00:00,2026-04-09 21:52:00,472,0,8,0,PRESENT
EMP0037,2026-04-10,SHIFT_B,2026-04-10 14:00:00,2026-04-10 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-13,SHIFT_B,2026-04-13 14:00:00,2026-04-13 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-14,SHIFT_B,2026-04-14 14:00:00,2026-04-14 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-15,SHIFT_B,2026-04-15 14:00:00,2026-04-15 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-16,SHIFT_B,2026-04-16 14:00:00,2026-04-16 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-17,SHIFT_B,2026-04-17 14:00:00,2026-04-17 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-20,SHIFT_B,2026-04-20 14:00:00,2026-04-20 23:10:00,480,0,0,70,PRESENT
EMP0037,2026-04-21,SHIFT_B,2026-04-21 14:00:00,2026-04-21 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-22,SHIFT_B,2026-04-22 14:00:00,2026-04-22 23:26:00,480,0,0,86,PRESENT
EMP0037,2026-04-23,SHIFT_B,2026-04-23 14:00:00,2026-04-23 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-24,SHIFT_B,2026-04-24 14:00:00,2026-04-24 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-04-27,SHIFT_B,2026-04-27 14:00:00,2026-04-27 23:41:00,480,0,0,101,PRESENT
EMP0037,2026-04-28,SHIFT_B,2026-04-28 14:00:00,2026-04-28 21:53:00,473,0,7,0,PRESENT
EMP0037,2026-04-29,SHIFT_B,2026-04-29 14:00:00,2026-04-29 22:20:00,480,0,0,20,PRESENT
EMP0037,2026-04-30,SHIFT_B,2026-04-30 14:00:00,2026-04-30 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-01,SHIFT_B,,,0,0,0,0,HOLIDAY
EMP0037,2026-05-04,SHIFT_B,2026-05-04 14:00:00,2026-05-04 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-05,SHIFT_B,2026-05-05 14:00:00,2026-05-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-06,SHIFT_B,2026-05-06 14:00:00,2026-05-06 22:41:00,480,0,0,41,PRESENT
EMP0037,2026-05-07,SHIFT_B,2026-05-07 14:00:00,2026-05-07 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-08,SHIFT_B,2026-05-08 14:00:00,2026-05-08 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-11,SHIFT_B,2026-05-11 14:00:00,2026-05-11 23:36:00,480,0,0,96,PRESENT
EMP0037,2026-05-12,SHIFT_B,2026-05-12 14:00:00,2026-05-12 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-13,SHIFT_B,2026-05-13 14:00:00,2026-05-13 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-14,SHIFT_B,2026-05-14 14:00:00,2026-05-14 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-15,SHIFT_B,2026-05-15 14:00:00,2026-05-15 22:22:00,480,0,0,22,PRESENT
EMP0037,2026-05-18,SHIFT_B,2026-05-18 14:00:00,2026-05-18 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-19,SHIFT_B,2026-05-19 14:00:00,2026-05-19 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-20,SHIFT_B,2026-05-20 14:00:00,2026-05-20 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-21,SHIFT_B,2026-05-21 14:00:00,2026-05-21 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-22,SHIFT_B,2026-05-22 14:00:00,2026-05-22 23:05:00,480,0,0,65,PRESENT
EMP0037,2026-05-25,SHIFT_B,2026-05-25 14:00:00,2026-05-25 23:35:00,480,0,0,95,PRESENT
EMP0037,2026-05-26,SHIFT_B,2026-05-26 14:00:00,2026-05-26 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-05-27,SHIFT_B,2026-05-27 14:00:00,2026-05-27 23:24:00,480,0,0,84,PRESENT
EMP0037,2026-05-28,SHIFT_B,2026-05-28 14:00:00,2026-05-28 23:53:00,480,0,0,113,PRESENT
EMP0037,2026-05-29,SHIFT_B,2026-05-29 14:00:00,2026-05-29 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-06-01,SHIFT_B,2026-06-01 14:00:00,2026-06-01 23:16:00,480,0,0,76,PRESENT
EMP0037,2026-06-02,SHIFT_B,2026-06-02 14:00:00,2026-06-02 22:56:00,480,0,0,56,PRESENT
EMP0037,2026-06-03,SHIFT_B,2026-06-03 14:00:00,2026-06-03 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-06-04,SHIFT_B,2026-06-04 14:00:00,2026-06-04 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-06-05,SHIFT_B,2026-06-05 14:00:00,2026-06-05 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-06-08,SHIFT_B,2026-06-08 14:00:00,2026-06-08 22:00:00,480,0,0,0,PRESENT
EMP0037,2026-06-09,SHIFT_B,2026-06-09 14:00:00,2026-06-09 22:00:00,480,0,0,0,PRESENT
