employee_code,kpi_code,period,target,actual,achievement_percentage,weight,weighted_score,source
EMP0037,ATTENDANCE_RATE,2026-04,95,100,105.26,20,21.05,ATTENDANCE
EMP0037,PUNCTUALITY,2026-04,90,95.45,106.06,10,10.61,ATTENDANCE
EMP0037,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,74.14,74.14,30,22.24,PRODUCTION
EMP0037,QUALITY_RATE,2026-04,98,97.44,99.43,20,19.89,PRODUCTION
EMP0037,DEFECT_RATE,2026-04,2,2.56,78.24,10,7.82,PRODUCTION
EMP0037,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0038,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0038,PUNCTUALITY,2026-04,90,68.42,76.02,10,7.6,ATTENDANCE
EMP0038,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,73.09,73.09,30,21.93,PRODUCTION
EMP0038,QUALITY_RATE,2026-04,98,97.8,99.79,20,19.96,PRODUCTION
EMP0038,DEFECT_RATE,2026-04,2,2.2,90.86,10,9.09,PRODUCTION
EMP0038,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0039,ATTENDANCE_RATE,2026-04,95,90.91,95.69,20,19.14,ATTENDANCE
EMP0039,PUNCTUALITY,2026-04,90,70,77.78,10,7.78,ATTENDANCE
EMP0039,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,78.3,78.3,30,23.49,PRODUCTION
EMP0039,QUALITY_RATE,2026-04,98,96.74,98.72,20,19.74,PRODUCTION
EMP0039,DEFECT_RATE,2026-04,2,3.26,61.4,10,6.14,PRODUCTION
EMP0039,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0040,ATTENDANCE_RATE,2026-04,95,90.91,95.69,20,19.14,ATTENDANCE
EMP0040,PUNCTUALITY,2026-04,90,40,44.44,10,4.44,ATTENDANCE
EMP0040,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,75.41,75.41,30,22.62,PRODUCTION
EMP0040,QUALITY_RATE,2026-04,98,97.56,99.55,20,19.91,PRODUCTION
EMP0040,DEFECT_RATE,2026-04,2,2.44,81.91,10,8.19,PRODUCTION
EMP0040,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0041,ATTENDANCE_RATE,2026-04,95,90.91,95.69,20,19.14,ATTENDANCE
EMP0041,PUNCTUALITY,2026-04,90,70,77.78,10,7.78,ATTENDANCE
EMP0041,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,71.76,71.76,30,21.53,PRODUCTION
EMP0041,QUALITY_RATE,2026-04,98,96.79,98.76,20,19.75,PRODUCTION
EMP0041,DEFECT_RATE,2026-04,2,3.21,62.29,10,6.23,PRODUCTION
EMP0041,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0042,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0042,PUNCTUALITY,2026-04,90,42.11,46.78,10,4.68,ATTENDANCE
EMP0042,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,70.01,70.01,30,21,PRODUCTION
EMP0042,QUALITY_RATE,2026-04,98,96.48,98.45,20,19.69,PRODUCTION
EMP0042,DEFECT_RATE,2026-04,2,3.52,56.77,10,5.68,PRODUCTION
EMP0042,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0043,ATTENDANCE_RATE,2026-04,95,100,105.26,20,21.05,ATTENDANCE
EMP0043,PUNCTUALITY,2026-04,90,95.45,106.06,10,10.61,ATTENDANCE
EMP0043,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,69.38,69.38,30,20.81,PRODUCTION
EMP0043,QUALITY_RATE,2026-04,98,96.57,98.54,20,19.71,PRODUCTION
EMP0043,DEFECT_RATE,2026-04,2,3.43,58.3,10,5.83,PRODUCTION
EMP0043,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0044,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0044,PUNCTUALITY,2026-04,90,78.95,87.72,10,8.77,ATTENDANCE
EMP0044,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,116.89,116.89,30,35.07,PRODUCTION
EMP0044,QUALITY_RATE,2026-04,98,98.71,100.73,20,20.15,PRODUCTION
EMP0044,DEFECT_RATE,2026-04,2,1.29,150,10,15,PRODUCTION
EMP0044,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0045,ATTENDANCE_RATE,2026-04,95,95.45,100.48,20,20.1,ATTENDANCE
EMP0045,PUNCTUALITY,2026-04,90,76.19,84.66,10,8.47,ATTENDANCE
EMP0045,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,68.28,68.28,30,20.48,PRODUCTION
EMP0045,QUALITY_RATE,2026-04,98,96.85,98.83,20,19.77,PRODUCTION
EMP0045,DEFECT_RATE,2026-04,2,3.15,63.56,10,6.36,PRODUCTION
EMP0045,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0046,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0046,PUNCTUALITY,2026-04,90,94.74,105.26,10,10.53,ATTENDANCE
EMP0046,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,46.91,46.91,30,14.07,PRODUCTION
EMP0046,QUALITY_RATE,2026-04,98,90.66,92.51,20,18.5,PRODUCTION
EMP0046,DEFECT_RATE,2026-04,2,9.34,21.41,10,2.14,PRODUCTION
EMP0046,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0047,ATTENDANCE_RATE,2026-04,95,95.45,100.48,20,20.1,ATTENDANCE
EMP0047,PUNCTUALITY,2026-04,90,61.9,68.78,10,6.88,ATTENDANCE
EMP0047,PRODUCTION_TARGET_ACHIEVEMENT,2026-04,100,73.2,73.2,30,21.96,PRODUCTION
EMP0047,QUALITY_RATE,2026-04,98,96.96,98.94,20,19.79,PRODUCTION
EMP0047,DEFECT_RATE,2026-04,2,3.04,65.72,10,6.57,PRODUCTION
EMP0047,SAFETY_INCIDENTS,2026-04,0,0,150,10,15,PRODUCTION
EMP0049,ATTENDANCE_RATE,2026-04,95,95.45,100.48,15,15.07,ATTENDANCE
EMP0049,QUALITY_RATE,2026-04,98,0,0,25,0,PRODUCTION
EMP0049,DEFECT_RATE,2026-04,2,0,150,20,30,PRODUCTION
EMP0049,MANAGEMENT_EFFECTIVENESS,2026-04,90,50.49,56.1,40,22.44,MANUAL
EMP0050,ATTENDANCE_RATE,2026-04,95,95.45,100.48,20,20.1,ATTENDANCE
EMP0050,PUNCTUALITY,2026-04,90,66.67,74.07,15,11.11,ATTENDANCE
EMP0050,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0050,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0051,ATTENDANCE_RATE,2026-04,95,72.73,76.56,20,15.31,ATTENDANCE
EMP0051,PUNCTUALITY,2026-04,90,62.5,69.44,15,10.42,ATTENDANCE
EMP0051,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0051,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0052,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0052,PUNCTUALITY,2026-04,90,78.95,87.72,15,13.16,ATTENDANCE
EMP0052,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0052,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0054,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0054,PUNCTUALITY,2026-04,90,78.95,87.72,15,13.16,ATTENDANCE
EMP0054,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0054,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0055,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0055,PUNCTUALITY,2026-04,90,89.47,99.42,15,14.91,ATTENDANCE
EMP0055,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0055,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0057,ATTENDANCE_RATE,2026-04,95,95.45,100.48,20,20.1,ATTENDANCE
EMP0057,PUNCTUALITY,2026-04,90,71.43,79.37,15,11.91,ATTENDANCE
EMP0057,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0057,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0059,ATTENDANCE_RATE,2026-04,95,86.36,90.91,20,18.18,ATTENDANCE
EMP0059,PUNCTUALITY,2026-04,90,84.21,93.57,15,14.04,ATTENDANCE
EMP0059,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0059,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0060,ATTENDANCE_RATE,2026-04,95,90.91,95.69,20,19.14,ATTENDANCE
EMP0060,PUNCTUALITY,2026-04,90,95,105.56,15,15.83,ATTENDANCE
EMP0060,QUALITY_RATE,2026-04,98,0,0,35,0,PRODUCTION
EMP0060,DEFECT_RATE,2026-04,2,0,150,30,45,PRODUCTION
EMP0061,ATTENDANCE_RATE,2026-04,95,81.82,86.12,15,12.92,ATTENDANCE
EMP0061,TASK_COMPLETION_RATE,2026-04,95,79,83.16,25,20.79,MANUAL
EMP0061,COST_EFFICIENCY,2026-04,90,74.15,82.39,20,16.48,MANUAL
EMP0061,MANAGEMENT_EFFECTIVENESS,2026-04,90,71.38,79.31,40,31.72,MANUAL
EMP0062,ATTENDANCE_RATE,2026-04,95,77.27,81.34,30,24.4,ATTENDANCE
EMP0062,PUNCTUALITY,2026-04,90,58.82,65.36,20,13.07,ATTENDANCE
EMP0062,TASK_COMPLETION_RATE,2026-04,95,67.72,71.28,30,21.38,MANUAL
EMP0062,COST_EFFICIENCY,2026-04,90,64.15,71.28,20,14.26,MANUAL
EMP0063,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0063,PUNCTUALITY,2026-04,90,80.95,89.95,20,17.99,ATTENDANCE
EMP0063,TASK_COMPLETION_RATE,2026-04,95,46.83,49.29,30,14.79,MANUAL
EMP0063,COST_EFFICIENCY,2026-04,90,44.36,49.29,20,9.86,MANUAL
EMP0064,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0064,PUNCTUALITY,2026-04,90,66.67,74.07,20,14.81,ATTENDANCE
EMP0064,TASK_COMPLETION_RATE,2026-04,95,71.43,75.19,30,22.56,MANUAL
EMP0064,COST_EFFICIENCY,2026-04,90,68.99,76.65,20,15.33,MANUAL
EMP0065,ATTENDANCE_RATE,2026-04,95,90.91,95.69,30,28.71,ATTENDANCE
EMP0065,PUNCTUALITY,2026-04,90,80,88.89,20,17.78,ATTENDANCE
EMP0065,TASK_COMPLETION_RATE,2026-04,95,100,105.26,30,31.58,MANUAL
EMP0065,COST_EFFICIENCY,2026-04,90,88.99,98.88,20,19.78,MANUAL
EMP0066,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0066,PUNCTUALITY,2026-04,90,47.62,52.91,20,10.58,ATTENDANCE
EMP0066,TASK_COMPLETION_RATE,2026-04,95,47.92,50.44,30,15.13,MANUAL
EMP0066,COST_EFFICIENCY,2026-04,90,47.27,52.52,20,10.5,MANUAL
EMP0067,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0067,PUNCTUALITY,2026-04,90,95.24,105.82,20,21.16,ATTENDANCE
EMP0067,TASK_COMPLETION_RATE,2026-04,95,74.37,78.28,30,23.48,MANUAL
EMP0067,COST_EFFICIENCY,2026-04,90,69.77,77.52,20,15.5,MANUAL
EMP0068,ATTENDANCE_RATE,2026-04,95,86.36,90.91,30,27.27,ATTENDANCE
EMP0068,PUNCTUALITY,2026-04,90,68.42,76.02,20,15.2,ATTENDANCE
EMP0068,TASK_COMPLETION_RATE,2026-04,95,76.18,80.19,30,24.06,MANUAL
EMP0068,COST_EFFICIENCY,2026-04,90,77.27,85.86,20,17.17,MANUAL
EMP0069,ATTENDANCE_RATE,2026-04,95,81.82,86.12,30,25.84,ATTENDANCE
EMP0069,PUNCTUALITY,2026-04,90,72.22,80.25,20,16.05,ATTENDANCE
EMP0069,TASK_COMPLETION_RATE,2026-04,95,66.1,69.58,30,20.87,MANUAL
EMP0069,COST_EFFICIENCY,2026-04,90,58.79,65.32,20,13.06,MANUAL
EMP0070,ATTENDANCE_RATE,2026-04,95,90.91,95.69,30,28.71,ATTENDANCE
EMP0070,PUNCTUALITY,2026-04,90,90,100,20,20,ATTENDANCE
EMP0070,TASK_COMPLETION_RATE,2026-04,95,65.88,69.35,30,20.81,MANUAL
EMP0070,COST_EFFICIENCY,2026-04,90,63.73,70.81,20,14.16,MANUAL
EMP0071,ATTENDANCE_RATE,2026-04,95,86.36,90.91,15,13.64,ATTENDANCE
EMP0071,TASK_COMPLETION_RATE,2026-04,95,81.32,85.6,25,21.4,MANUAL
EMP0071,COST_EFFICIENCY,2026-04,90,75.6,84,20,16.8,MANUAL
EMP0071,MANAGEMENT_EFFECTIVENESS,2026-04,90,72.72,80.8,40,32.32,MANUAL
EMP0072,ATTENDANCE_RATE,2026-04,95,77.27,81.34,30,24.4,ATTENDANCE
EMP0072,PUNCTUALITY,2026-04,90,76.47,84.97,20,16.99,ATTENDANCE
EMP0072,TASK_COMPLETION_RATE,2026-04,95,47.42,49.92,35,17.47,MANUAL
EMP0072,COST_EFFICIENCY,2026-04,90,46.22,51.36,15,7.7,MANUAL
EMP0073,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0073,PUNCTUALITY,2026-04,90,66.67,74.07,20,14.81,ATTENDANCE
EMP0073,TASK_COMPLETION_RATE,2026-04,95,74.1,78,35,27.3,MANUAL
EMP0073,COST_EFFICIENCY,2026-04,90,68.18,75.75,15,11.36,MANUAL
EMP0075,ATTENDANCE_RATE,2026-04,95,86.36,90.91,30,27.27,ATTENDANCE
EMP0075,PUNCTUALITY,2026-04,90,57.89,64.33,20,12.87,ATTENDANCE
EMP0075,TASK_COMPLETION_RATE,2026-04,95,67.96,71.54,35,25.04,MANUAL
EMP0075,COST_EFFICIENCY,2026-04,90,70.3,78.11,15,11.72,MANUAL
EMP0076,ATTENDANCE_RATE,2026-04,95,90.91,95.69,30,28.71,ATTENDANCE
EMP0076,PUNCTUALITY,2026-04,90,65,72.22,20,14.44,ATTENDANCE
EMP0076,TASK_COMPLETION_RATE,2026-04,95,74.2,78.11,35,27.34,MANUAL
EMP0076,COST_EFFICIENCY,2026-04,90,62.42,69.35,15,10.4,MANUAL
EMP0077,ATTENDANCE_RATE,2026-04,95,86.36,90.91,30,27.27,ATTENDANCE
EMP0077,PUNCTUALITY,2026-04,90,89.47,99.42,20,19.88,ATTENDANCE
EMP0077,TASK_COMPLETION_RATE,2026-04,95,66.78,70.29,35,24.6,MANUAL
EMP0077,COST_EFFICIENCY,2026-04,90,69.01,76.68,15,11.5,MANUAL
EMP0078,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0078,PUNCTUALITY,2026-04,90,95.24,105.82,20,21.16,ATTENDANCE
EMP0078,TASK_COMPLETION_RATE,2026-04,95,62.51,65.8,35,23.03,MANUAL
EMP0078,COST_EFFICIENCY,2026-04,90,68.04,75.6,15,11.34,MANUAL
EMP0079,ATTENDANCE_RATE,2026-04,95,77.27,81.34,30,24.4,ATTENDANCE
EMP0079,PUNCTUALITY,2026-04,90,52.94,58.82,20,11.76,ATTENDANCE
EMP0079,TASK_COMPLETION_RATE,2026-04,95,73.87,77.76,35,27.22,MANUAL
EMP0079,COST_EFFICIENCY,2026-04,90,61.56,68.4,15,10.26,MANUAL
EMP0080,ATTENDANCE_RATE,2026-04,95,81.82,86.12,30,25.84,ATTENDANCE
EMP0080,PUNCTUALITY,2026-04,90,72.22,80.25,20,16.05,ATTENDANCE
EMP0080,TASK_COMPLETION_RATE,2026-04,95,100,105.26,35,36.84,MANUAL
EMP0080,COST_EFFICIENCY,2026-04,90,100,111.11,15,16.67,MANUAL
EMP0082,ATTENDANCE_RATE,2026-04,95,81.82,86.12,30,25.84,ATTENDANCE
EMP0082,PUNCTUALITY,2026-04,90,38.89,43.21,20,8.64,ATTENDANCE
EMP0082,TASK_COMPLETION_RATE,2026-04,95,77.12,81.18,35,28.41,MANUAL
EMP0082,COST_EFFICIENCY,2026-04,90,74.54,82.82,15,12.42,MANUAL
EMP0083,ATTENDANCE_RATE,2026-04,95,100,105.26,15,15.79,ATTENDANCE
EMP0083,TASK_COMPLETION_RATE,2026-04,95,77.3,81.37,35,28.48,MANUAL
EMP0083,MANAGEMENT_EFFECTIVENESS,2026-04,90,67.55,75.05,50,37.53,MANUAL
EMP0084,ATTENDANCE_RATE,2026-04,95,90.91,95.69,30,28.71,ATTENDANCE
EMP0084,PUNCTUALITY,2026-04,90,75,83.33,20,16.67,ATTENDANCE
EMP0084,TASK_COMPLETION_RATE,2026-04,95,69.77,73.44,50,36.72,MANUAL
EMP0085,ATTENDANCE_RATE,2026-04,95,100,105.26,30,31.58,ATTENDANCE
EMP0085,PUNCTUALITY,2026-04,90,72.73,80.81,20,16.16,ATTENDANCE
EMP0085,TASK_COMPLETION_RATE,2026-04,95,78.55,82.68,50,41.34,MANUAL
EMP0086,ATTENDANCE_RATE,2026-04,95,100,105.26,30,31.58,ATTENDANCE
EMP0086,PUNCTUALITY,2026-04,90,86.36,95.96,20,19.19,ATTENDANCE
EMP0086,TASK_COMPLETION_RATE,2026-04,95,65.25,68.68,50,34.34,MANUAL
EMP0087,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0087,PUNCTUALITY,2026-04,90,80.95,89.95,20,17.99,ATTENDANCE
EMP0087,TASK_COMPLETION_RATE,2026-04,95,70.4,74.1,50,37.05,MANUAL
EMP0088,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0088,PUNCTUALITY,2026-04,90,66.67,74.07,20,14.81,ATTENDANCE
EMP0088,TASK_COMPLETION_RATE,2026-04,95,78.55,82.68,50,41.34,MANUAL
EMP0089,ATTENDANCE_RATE,2026-04,95,95.45,100.48,30,30.14,ATTENDANCE
EMP0089,PUNCTUALITY,2026-04,90,57.14,63.49,20,12.7,ATTENDANCE
EMP0089,TASK_COMPLETION_RATE,2026-04,95,64.75,68.16,50,34.08,MANUAL
EMP0090,ATTENDANCE_RATE,2026-04,95,73.33,77.19,30,23.16,ATTENDANCE
EMP0090,PUNCTUALITY,2026-04,90,54.55,60.61,20,12.12,ATTENDANCE
EMP0090,TASK_COMPLETION_RATE,2026-04,95,84.37,88.81,50,44.41,MANUAL
EMP0091,ATTENDANCE_RATE,2026-04,95,86.36,90.91,10,9.09,ATTENDANCE
EMP0091,TASK_COMPLETION_RATE,2026-04,95,65.55,69,20,13.8,MANUAL
EMP0091,COST_EFFICIENCY,2026-04,90,63.96,71.07,25,17.77,MANUAL
EMP0091,MANAGEMENT_EFFECTIVENESS,2026-04,90,57.13,63.48,45,28.57,MANUAL
EMP0092,ATTENDANCE_RATE,2026-04,95,95.45,100.48,25,25.12,ATTENDANCE
EMP0092,PUNCTUALITY,2026-04,90,95.24,105.82,15,15.87,ATTENDANCE
EMP0092,TASK_COMPLETION_RATE,2026-04,95,67.03,70.56,30,21.17,MANUAL
EMP0092,COST_EFFICIENCY,2026-04,90,62.21,69.12,30,20.74,MANUAL
EMP0093,ATTENDANCE_RATE,2026-04,95,90.91,95.69,25,23.92,ATTENDANCE
EMP0093,PUNCTUALITY,2026-04,90,80,88.89,15,13.33,ATTENDANCE
EMP0093,TASK_COMPLETION_RATE,2026-04,95,72.2,76,30,22.8,MANUAL
EMP0093,COST_EFFICIENCY,2026-04,90,66.35,73.72,30,22.12,MANUAL
EMP0094,ATTENDANCE_RATE,2026-04,95,90.91,95.69,25,23.92,ATTENDANCE
EMP0094,PUNCTUALITY,2026-04,90,75,83.33,15,12.5,ATTENDANCE
EMP0094,TASK_COMPLETION_RATE,2026-04,95,65.43,68.87,30,20.66,MANUAL
EMP0094,COST_EFFICIENCY,2026-04,90,60.07,66.74,30,20.02,MANUAL
EMP0095,ATTENDANCE_RATE,2026-04,95,95.45,100.48,25,25.12,ATTENDANCE
EMP0095,PUNCTUALITY,2026-04,90,95.24,105.82,15,15.87,ATTENDANCE
EMP0095,TASK_COMPLETION_RATE,2026-04,95,67.17,70.7,30,21.21,MANUAL
EMP0095,COST_EFFICIENCY,2026-04,90,63,70,30,21,MANUAL
EMP0096,ATTENDANCE_RATE,2026-04,95,77.27,81.34,25,20.34,ATTENDANCE
EMP0096,PUNCTUALITY,2026-04,90,47.06,52.29,15,7.84,ATTENDANCE
EMP0096,TASK_COMPLETION_RATE,2026-04,95,95,100,30,30,MANUAL
EMP0096,COST_EFFICIENCY,2026-04,90,93.6,104,30,31.2,MANUAL
EMP0097,ATTENDANCE_RATE,2026-04,95,81.82,86.12,25,21.53,ATTENDANCE
EMP0097,PUNCTUALITY,2026-04,90,72.22,80.25,15,12.04,ATTENDANCE
EMP0097,TASK_COMPLETION_RATE,2026-04,95,100,105.26,30,31.58,MANUAL
EMP0097,COST_EFFICIENCY,2026-04,90,94.55,105.06,30,31.52,MANUAL
EMP0098,ATTENDANCE_RATE,2026-04,95,95.45,100.48,25,25.12,ATTENDANCE
EMP0098,PUNCTUALITY,2026-04,90,95.24,105.82,15,15.87,ATTENDANCE
EMP0098,TASK_COMPLETION_RATE,2026-04,95,78.06,82.17,30,24.65,MANUAL
EMP0098,COST_EFFICIENCY,2026-04,90,78.44,87.15,30,26.15,MANUAL
EMP0099,ATTENDANCE_RATE,2026-04,95,93.33,98.25,25,24.56,ATTENDANCE
EMP0099,PUNCTUALITY,2026-04,90,71.43,79.37,15,11.91,ATTENDANCE
EMP0099,TASK_COMPLETION_RATE,2026-04,95,79.26,83.43,30,25.03,MANUAL
EMP0099,COST_EFFICIENCY,2026-04,90,67.8,75.33,30,22.6,MANUAL
EMP0100,ATTENDANCE_RATE,2026-04,95,81.82,86.12,25,21.53,ATTENDANCE
EMP0100,PUNCTUALITY,2026-04,90,77.78,86.42,15,12.96,ATTENDANCE
EMP0100,TASK_COMPLETION_RATE,2026-04,95,37.11,39.06,30,11.72,MANUAL
EMP0100,COST_EFFICIENCY,2026-04,90,34.78,38.64,30,11.59,MANUAL
EMP0001,ATTENDANCE_RATE,2026-05,95,100,105.26,10,10.53,ATTENDANCE
EMP0001,MANAGEMENT_EFFECTIVENESS,2026-05,90,70.69,78.54,90,70.69,MANUAL
EMP0002,ATTENDANCE_RATE,2026-05,95,90,94.74,15,14.21,ATTENDANCE
EMP0002,TASK_COMPLETION_RATE,2026-05,95,74.29,78.2,35,27.37,MANUAL
EMP0002,MANAGEMENT_EFFECTIVENESS,2026-05,90,79.56,88.4,50,44.2,MANUAL
EMP0003,ATTENDANCE_RATE,2026-05,95,85,89.47,35,31.31,ATTENDANCE
EMP0003,PUNCTUALITY,2026-05,90,76.47,84.97,25,21.24,ATTENDANCE
EMP0003,TASK_COMPLETION_RATE,2026-05,95,100,105.26,40,42.1,MANUAL
EMP0004,ATTENDANCE_RATE,2026-05,95,100,105.26,35,36.84,ATTENDANCE
EMP0004,PUNCTUALITY,2026-05,90,85,94.44,25,23.61,ATTENDANCE
EMP0004,TASK_COMPLETION_RATE,2026-05,95,78.06,82.17,40,32.87,MANUAL
EMP0005,ATTENDANCE_RATE,2026-05,95,90,94.74,35,33.16,ATTENDANCE
EMP0005,PUNCTUALITY,2026-05,90,55.56,61.73,25,15.43,ATTENDANCE
EMP0005,TASK_COMPLETION_RATE,2026-05,95,77.9,82,40,32.8,MANUAL
EMP0006,ATTENDANCE_RATE,2026-05,95,95,100,35,35,ATTENDANCE
EMP0006,PUNCTUALITY,2026-05,90,68.42,76.02,25,19.01,ATTENDANCE
EMP0006,TASK_COMPLETION_RATE,2026-05,95,91.77,96.6,40,38.64,MANUAL
EMP0007,ATTENDANCE_RATE,2026-05,95,100,105.26,35,36.84,ATTENDANCE
EMP0007,PUNCTUALITY,2026-05,90,90,100,25,25,ATTENDANCE
EMP0007,TASK_COMPLETION_RATE,2026-05,95,100,105.26,40,42.1,MANUAL
EMP0008,ATTENDANCE_RATE,2026-05,95,100,105.26,35,36.84,ATTENDANCE
EMP0008,PUNCTUALITY,2026-05,90,60,66.67,25,16.67,ATTENDANCE
EMP0008,TASK_COMPLETION_RATE,2026-05,95,70.55,74.26,40,29.7,MANUAL
EMP0009,ATTENDANCE_RATE,2026-05,95,90,94.74,15,14.21,ATTENDANCE
EMP0009,PRODUCTION_TARGET_ACHIEVEMENT,2026-05,100,81.54,81.54,25,20.39,PRODUCTION
EMP0009,QUALITY_RATE,2026-05,98,95.47,97.42,15,14.61,PRODUCTION
EMP0009,DEFECT_RATE,2026-05,2,4.53,44.16,10,4.42,PRODUCTION
EMP0009,SAFETY_INCIDENTS,2026-05,0,0,150,10,15,PRODUCTION
EMP0009,MANAGEMENT_EFFECTIVENESS,2026-05,90,53.24,59.16,25,14.79,MANUAL
EMP0010,ATTENDANCE_RATE,2026-05,95,85,89.47,20,17.89,ATTENDANCE
EMP0010,PUNCTUALITY,2026-05,90,82.35,91.5,10,9.15,ATTENDANCE
EMP0010,PRODUCTION_TARGET_ACHIEVEMENT,2026-05,100,55.6,55.6,30,16.68,PRODUCTION
EMP0010,QUALITY_RATE,2026-05,98,89.75,91.58,20,18.32,PRODUCTION
EMP0010,DEFECT_RATE,2026-05,2,10.25,19.51,10,1.95,PRODUCTION
EMP0010,SAFETY_INCIDENTS,2026-05,0,0,150,10,15,PRODUCTION
EMP0011,ATTENDANCE_RATE,2026-05,95,85,89.47,20,17.89,ATTENDANCE
EMP0011,PUNCTUALITY,2026-05,90,58.82,65.36,10,6.54,ATTENDANCE
EMP0011,PRODUCTION_TARGET_ACHIEVEMENT,2026-05,100,77.73,77.73,30,23.32,PRODUCTION
EMP0011,QUALITY_RATE,2026-05,98,97.85,99.85,20,19.97,PRODUCTION
EMP0011,DEFECT_RATE,2026-05,2,2.15,93.17,10,9.32,PRODUCTION
EMP0011,SAFETY_INCIDENTS,2026-05,0,0,150,10,15,PRODUCTION
EMP0012,ATTENDANCE_RATE,2026-05,95,95,100,20,20,ATTENDANCE
EMP0012,PUNCTUALITY,2026-05,90,78.95,87.72,10,8.77,ATTENDANCE
EMP0012,PRODUCTION_TARGET_ACHIEVEMENT,2026-05,100,74.93,74.93,30,22.48,PRODUCTION
EMP0012,QUALITY_RATE,2026-05,98,97.35,99.33,20,19.87,PRODUCTION
EMP0012,DEFECT_RATE,2026-05,2,2.65,75.41,10,7.54,PRODUCTION
EMP0012,SAFETY_INCIDENTS,2026-05,0,2,100,10,10,PRODUCTION
EMP0013,ATTENDANCE_RATE,2026-05,95,90,94.74,20,18.95,ATTENDANCE
EMP0013,PUNCTUALITY,2026-05,90,77.78,86.42,10,8.64,ATTENDANCE
EMP0013,PRODUCTION_TARGET_ACHIEVEMENT,2026-05,100,100.22,100.22,30,30.07,PRODUCTION
EMP0013,QUALITY_RATE,2026-05,98,99.67,101.71,20,20.34,PRODUCTION
EMP0013,DEFECT_RATE,2026-05,2,0.33,150,10,15,PRODUCTION
EMP0013,SAFETY_INCIDENTS,2026-05,0,0,150,10,15,PRODUCTION
