employee_code,date,shift,target_units,produced_units,defective_units,rework_units,downtime_minutes,safety_incidents
EMP0031,2026-08-12,SHIFT_A,131,87,3,2,12,0
EMP0031,2026-08-13,SHIFT_A,142,111,4,1,2,0
EMP0031,2026-08-14,SHIFT_A,131,100,4,2,17,0
EMP0031,2026-08-17,SHIFT_A,110,77,3,2,23,0
EMP0031,2026-08-18,SHIFT_A,148,97,4,2,10,0
EMP0031,2026-08-20,SHIFT_A,148,96,3,1,7,0
EMP0031,2026-08-21,SHIFT_A,119,84,3,2,6,0
EMP0031,2026-08-24,SHIFT_A,146,102,3,2,11,0
EMP0031,2026-08-25,SHIFT_A,137,95,4,2,9,0
EMP0031,2026-08-26,SHIFT_A,150,116,3,2,26,0
EMP0031,2026-08-27,SHIFT_A,114,83,2,1,30,0
EMP0031,2026-08-28,SHIFT_A,126,96,3,2,13,0
EMP0031,2026-08-31,SHIFT_A,145,94,4,2,13,0
EMP0031,2026-09-01,SHIFT_A,133,101,4,2,8,0
EMP0031,2026-09-02,SHIFT_A,144,111,3,1,9,0
EMP0031,2026-09-03,SHIFT_A,136,105,4,2,50,0
EMP0031,2026-09-04,SHIFT_A,125,94,3,2,15,0
EMP0031,2026-09-07,SHIFT_A,133,87,3,2,25,0
EMP0031,2026-09-08,SHIFT_A,141,96,3,2,15,0
EMP0031,2026-09-09,SHIFT_A,142,99,4,2,15,0
EMP0031,2026-09-10,SHIFT_A,120,79,3,1,13,0
EMP0031,2026-09-11,SHIFT_A,133,97,3,2,73,0
EMP0032,2025-09-11,SHIFT_B,130,138,3,2,32,0
EMP0032,2025-09-12,SHIFT_B,113,118,2,1,22,0
EMP0032,2025-09-15,SHIFT_B,115,134,1,0,9,0
EMP0032,2025-09-16,SHIFT_B,132,145,3,1,28,0
EMP0032,2025-09-17,SHIFT_B,116,139,1,0,22,0
EMP0032,2025-09-18,SHIFT_B,114,121,1,0,20,0
EMP0032,2025-09-19,SHIFT_B,133,160,2,1,18,0
EMP0032,2025-09-22,SHIFT_B,143,146,1,0,25,0
EMP0032,2025-09-23,SHIFT_B,138,138,1,0,67,0
EMP0032,2025-09-24,SHIFT_B,111,110,1,0,16,1
EMP0032,2025-09-25,SHIFT_B,130,135,1,0,16,0
EMP0032,2025-09-26,SHIFT_B,112,117,1,0,25,0
EMP0032,2025-09-29,SHIFT_B,121,146,1,1,29,0
EMP0032,2025-09-30,SHIFT_B,144,161,2,1,18,0
EMP0032,2025-10-01,SHIFT_B,128,143,1,0,5,0
EMP0032,2025-10-02,SHIFT_B,113,125,1,1,21,0
EMP0032,2025-10-03,SHIFT_B,123,124,2,1,5,0
EMP0032,2025-10-06,SHIFT_B,136,140,1,1,13,0
EMP0032,2025-10-07,SHIFT_B,144,164,3,2,20,0
EMP0032,2025-10-08,SHIFT_B,119,138,3,2,8,0
EMP0032,2025-10-09,SHIFT_B,126,151,3,1,1,0
EMP0032,2025-10-13,SHIFT_B,142,160,2,1,38,0
EMP0032,2025-10-14,SHIFT_B,131,131,1,1,26,0
EMP0032,2025-10-15,SHIFT_B,138,150,2,1,20,0
EMP0032,2025-10-16,SHIFT_B,122,142,1,0,23,0
EMP0032,2025-10-17,SHIFT_B,131,129,3,1,21,0
EMP0032,2025-10-20,SHIFT_B,123,129,1,1,20,0
EMP0032,2025-10-21,SHIFT_B,145,146,3,1,18,0
EMP0032,2025-10-22,SHIFT_B,150,166,3,1,25,0
EMP0032,2025-10-24,SHIFT_B,118,133,3,2,18,0
EMP0032,2025-10-27,SHIFT_B,120,121,1,1,21,0
EMP0032,2025-10-28,SHIFT_B,111,119,2,1,72,0
EMP0032,2025-10-29,SHIFT_B,119,142,3,2,16,0
EMP0032,2025-10-30,SHIFT_B,124,145,1,1,38,0
EMP0032,2025-10-31,SHIFT_B,148,159,2,1,20,0
EMP0032,2025-11-03,SHIFT_B,110,119,2,1,41,0
EMP0032,2025-11-04,SHIFT_B,110,112,2,1,14,0
EMP0032,2025-11-06,SHIFT_B,136,149,1,1,36,0
EMP0032,2025-11-07,SHIFT_B,115,121,1,1,4,0
EMP0032,2025-11-10,SHIFT_B,131,145,1,0,55,0
EMP0032,2025-11-11,SHIFT_B,147,169,2,1,25,0
EMP0032,2025-11-12,SHIFT_B,123,135,1,1,9,0
EMP0032,2025-11-13,SHIFT_B,117,123,1,0,34,0
EMP0032,2025-11-14,SHIFT_B,128,140,1,0,21,0
EMP0032,2025-11-17,SHIFT_B,150,178,2,1,1,0
EMP0032,2025-11-18,SHIFT_B,137,156,2,1,18,0
EMP0032,2025-11-19,SHIFT_B,147,166,2,1,25,0
EMP0032,2025-11-20,SHIFT_B,123,139,1,1,19,0
EMP0032,2025-11-21,SHIFT_B,118,124,2,1,26,0
EMP0032,2025-11-24,SHIFT_B,113,120,1,0,1,0
EMP0032,2025-11-25,SHIFT_B,121,122,2,1,22,0
EMP0032,2025-11-26,SHIFT_B,130,131,3,2,22,0
EMP0032,2025-11-27,SHIFT_B,137,150,2,1,14,0
EMP0032,2025-11-28,SHIFT_B,136,142,1,1,3,0
EMP0032,2025-12-01,SHIFT_B,136,164,2,1,27,0
EMP0032,2025-12-02,SHIFT_B,126,124,1,1,1,0
EMP0032,2025-12-03,SHIFT_B,139,157,3,1,20,0
EMP0032,2025-12-04,SHIFT_B,148,157,3,2,33,0
EMP0032,2025-12-05,SHIFT_B,117,123,1,1,15,0
EMP0032,2025-12-08,SHIFT_B,142,145,3,1,16,0
EMP0032,2025-12-09,SHIFT_B,121,143,1,1,2,0
EMP0032,2025-12-10,SHIFT_B,116,114,1,0,2,0
EMP0032,2025-12-11,SHIFT_B,112,128,1,1,17,0
EMP0032,2025-12-12,SHIFT_B,146,155,2,1,9,0
EMP0032,2025-12-15,SHIFT_B,110,116,2,1,18,0
EMP0032,2025-12-16,SHIFT_B,124,139,1,1,23,0
EMP0032,2025-12-17,SHIFT_B,132,148,1,0,14,0
EMP0032,2025-12-18,SHIFT_B,122,130,3,2,9,0
EMP0032,2025-12-19,SHIFT_B,112,134,3,1,19,0
EMP0032,2025-12-22,SHIFT_B,117,133,1,1,15,0
EMP0032,2025-12-23,SHIFT_B,130,150,3,2,5,0
EMP0032,2025-12-24,SHIFT_B,116,116,1,1,15,0
EMP0032,2025-12-26,SHIFT_B,124,141,1,0,22,0
EMP0032,2025-12-29,SHIFT_B,135,144,1,1,62,0
EMP0032,2025-12-30,SHIFT_B,120,143,1,1,14,0
EMP0032,2026-01-02,SHIFT_B,140,161,2,1,11,0
EMP0032,2026-01-05,SHIFT_B,119,119,1,0,18,0
EMP0032,2026-01-06,SHIFT_B,129,140,1,1,5,0
EMP0032,2026-01-07,SHIFT_B,122,130,1,1,0,0
EMP0032,2026-01-08,SHIFT_B,111,118,1,0,13,0
EMP0032,2026-01-09,SHIFT_B,138,141,1,1,7,0
EMP0032,2026-01-12,SHIFT_B,116,136,1,0,15,0
EMP0032,2026-01-13,SHIFT_B,142,162,2,1,63,0
EMP0032,2026-01-14,SHIFT_B,122,138,3,1,15,0
EMP0032,2026-01-15,SHIFT_B,146,168,2,1,13,0
EMP0032,2026-01-16,SHIFT_B,150,156,3,1,54,0
EMP0032,2026-01-19,SHIFT_B,129,148,1,1,30,0
EMP0032,2026-01-20,SHIFT_B,143,144,3,1,17,0
EMP0032,2026-01-21,SHIFT_B,128,128,1,0,14,0
EMP0032,2026-01-22,SHIFT_B,124,124,2,1,62,0
EMP0032,2026-01-23,SHIFT_B,144,161,3,2,20,0
EMP0032,2026-01-26,SHIFT_B,132,150,3,2,29,0
EMP0032,2026-01-27,SHIFT_B,122,136,1,0,10,0
EMP0032,2026-01-28,SHIFT_B,128,128,3,1,23,0
EMP0032,2026-01-29,SHIFT_B,140,167,2,1,1,0
EMP0032,2026-01-30,SHIFT_B,139,161,3,2,24,0
EMP0032,2026-02-02,SHIFT_B,121,135,1,1,23,0
EMP0032,2026-02-03,SHIFT_B,140,150,3,2,1,0
EMP0032,2026-02-05,SHIFT_B,129,154,2,1,9,0
EMP0032,2026-02-06,SHIFT_B,136,152,2,1,29,0
EMP0032,2026-02-09,SHIFT_B,123,127,1,0,26,0
EMP0032,2026-02-10,SHIFT_B,119,124,2,1,18,0
EMP0032,2026-02-11,SHIFT_B,132,150,2,1,13,0
EMP0032,2026-02-12,SHIFT_B,143,168,3,2,15,0
EMP0032,2026-02-13,SHIFT_B,146,154,2,1,15,0
EMP0032,2026-02-16,SHIFT_B,123,132,1,1,3,0
EMP0032,2026-02-18,SHIFT_B,127,146,3,1,14,0
EMP0032,2026-02-19,SHIFT_B,141,170,2,1,11,0
EMP0032,2026-02-20,SHIFT_B,140,149,1,0,19,0
EMP0032,2026-02-23,SHIFT_B,129,134,3,1,27,0
EMP0032,2026-02-24,SHIFT_B,149,170,3,1,39,0
EMP0032,2026-02-25,SHIFT_B,114,115,1,0,10,0
EMP0032,2026-02-26,SHIFT_B,138,141,1,0,30,0
EMP0032,2026-02-27,SHIFT_B,110,129,3,1,8,0
EMP0032,2026-03-02,SHIFT_B,134,138,1,0,7,0
EMP0032,2026-03-03,SHIFT_B,119,130,3,1,4,0
EMP0032,2026-03-04,SHIFT_B,134,141,1,0,16,0
EMP0032,2026-03-05,SHIFT_B,144,156,2,1,35,0
EMP0032,2026-03-06,SHIFT_B,116,128,3,1,27,0
EMP0032,2026-03-09,SHIFT_B,148,175,4,2,6,0
EMP0032,2026-03-10,SHIFT_B,114,130,1,0,20,0
EMP0032,2026-03-11,SHIFT_B,114,122,1,1,19,0
EMP0032,2026-03-13,SHIFT_B,116,128,1,1,13,0
EMP0032,2026-03-16,SHIFT_B,139,139,1,0,22,0
EMP0032,2026-03-17,SHIFT_B,115,129,1,0,64,0
EMP0032,2026-03-18,SHIFT_B,116,125,1,1,8,0
EMP0032,2026-03-19,SHIFT_B,138,145,3,2,20,0
EMP0032,2026-03-20,SHIFT_B,129,156,2,1,21,0
EMP0032,2026-03-23,SHIFT_B,123,127,3,1,17,0
EMP0032,2026-03-24,SHIFT_B,126,124,1,1,46,0
EMP0032,2026-03-25,SHIFT_B,123,127,3,1,24,0
EMP0032,2026-03-26,SHIFT_B,116,127,1,0,22,0
EMP0032,2026-03-27,SHIFT_B,136,148,1,0,29,0
EMP0032,2026-03-30,SHIFT_B,120,135,1,1,22,0
EMP0032,2026-04-01,SHIFT_B,130,141,1,0,0,0
EMP0032,2026-04-02,SHIFT_B,118,132,3,1,11,0
EMP0032,2026-04-03,SHIFT_B,135,148,3,2,47,0
EMP0032,2026-04-06,SHIFT_B,119,134,3,1,25,0
EMP0032,2026-04-07,SHIFT_B,138,163,2,1,2,0
EMP0032,2026-04-08,SHIFT_B,116,117,2,1,0,0
EMP0032,2026-04-09,SHIFT_B,116,121,2,1,30,1
EMP0032,2026-04-10,SHIFT_B,122,140,1,1,15,0
EMP0032,2026-04-13,SHIFT_B,141,150,2,1,5,0
EMP0032,2026-04-14,SHIFT_B,115,113,2,1,28,0
EMP0032,2026-04-15,SHIFT_B,110,110,1,1,9,0
EMP0032,2026-04-16,SHIFT_B,141,141,1,0,5,0
EMP0032,2026-04-17,SHIFT_B,119,125,1,1,0,0
EMP0032,2026-04-20,SHIFT_B,146,168,2,1,72,0
EMP0032,2026-04-21,SHIFT_B,138,144,3,1,3,0
EMP0032,2026-04-22,SHIFT_B,120,137,1,1,17,0
EMP0032,2026-04-23,SHIFT_B,136,151,2,1,27,0
EMP0032,2026-04-24,SHIFT_B,122,138,1,1,0,0
EMP0032,2026-04-27,SHIFT_B,117,135,3,2,14,0
EMP0032,2026-04-28,SHIFT_B,121,139,1,0,22,0
EMP0032,2026-04-29,SHIFT_B,114,125,1,1,48,0
EMP0032,2026-04-30,SHIFT_B,135,163,2,1,54,0
EMP0032,2026-05-04,SHIFT_B,135,151,3,1,24,0
EMP0032,2026-05-05,SHIFT_B,150,179,2,1,29,0
EMP0032,2026-05-06,SHIFT_B,133,138,3,1,7,0
EMP0032,2026-05-07,SHIFT_B,112,115,2,1,3,0
EMP0032,2026-05-08,SHIFT_B,114,134,1,1,25,0
EMP0032,2026-05-11,SHIFT_B,113,130,1,1,3,0
EMP0032,2026-05-12,SHIFT_B,140,167,2,1,75,0
EMP0032,2026-05-13,SHIFT_B,123,135,1,0,1,0
EMP0032,2026-05-14,SHIFT_B,121,145,1,1,15,0
EMP0032,2026-05-15,SHIFT_B,141,161,3,2,2,0
EMP0032,2026-05-18,SHIFT_B,139,148,1,0,29,0
EMP0032,2026-05-19,SHIFT_B,136,140,3,1,0,0
EMP0032,2026-05-20,SHIFT_B,134,138,1,1,63,0
EMP0032,2026-05-21,SHIFT_B,148,177,4,2,21,0
EMP0032,2026-05-22,SHIFT_B,127,129,1,1,28,0
EMP0032,2026-05-25,SHIFT_B,121,133,1,1,13,0
EMP0032,2026-05-26,SHIFT_B,143,152,2,1,4,0
EMP0032,2026-05-27,SHIFT_B,113,130,3,1,22,0
EMP0032,2026-05-28,SHIFT_B,120,138,1,0,12,0
EMP0032,2026-05-29,SHIFT_B,126,126,3,2,27,0
EMP0032,2026-06-01,SHIFT_B,126,126,3,2,10,0
EMP0032,2026-06-02,SHIFT_B,113,126,1,0,24,0
EMP0032,2026-06-03,SHIFT_B,126,146,1,0,15,0
EMP0032,2026-06-04,SHIFT_B,147,166,2,1,20,0
EMP0032,2026-06-05,SHIFT_B,132,136,1,1,28,0
EMP0032,2026-06-08,SHIFT_B,138,163,2,1,8,0
EMP0032,2026-06-09,SHIFT_B,139,163,2,1,28,0
EMP0032,2026-06-10,SHIFT_B,123,128,1,1,27,0
EMP0032,2026-06-11,SHIFT_B,131,136,3,1,27,0
EMP0032,2026-06-15,SHIFT_B,124,147,1,0,7,0
EMP0032,2026-06-16,SHIFT_B,139,166,2,1,28,0
EMP0032,2026-06-17,SHIFT_B,124,125,1,0,26,0
EMP0032,2026-06-18,SHIFT_B,124,126,1,1,60,0
EMP0032,2026-06-19,SHIFT_B,122,132,3,1,26,0
EMP0032,2026-06-22,SHIFT_B,127,134,1,1,1,0
EMP0032,2026-06-23,SHIFT_B,127,141,3,2,2,0
EMP0032,2026-06-24,SHIFT_B,131,158,3,1,4,0
EMP0032,2026-06-25,SHIFT_B,119,128,1,0,2,0
EMP0032,2026-06-26,SHIFT_B,149,167,3,2,15,0
EMP0032,2026-06-29,SHIFT_B,136,160,3,2,3,0
EMP0032,2026-06-30,SHIFT_B,135,149,1,0,0,0
EMP0032,2026-07-01,SHIFT_B,137,153,2,1,33,0
EMP0032,2026-07-02,SHIFT_B,150,179,2,1,51,0
EMP0032,2026-07-03,SHIFT_B,140,149,1,0,17,0
EMP0032,2026-07-06,SHIFT_B,124,144,1,0,27,0
EMP0032,2026-07-07,SHIFT_B,133,150,2,1,22,0
EMP0032,2026-07-08,SHIFT_B,125,141,1,1,46,0
EMP0032,2026-07-09,SHIFT_B,111,123,2,1,26,0
EMP0032,2026-07-10,SHIFT_B,148,169,3,1,14,0
EMP0032,2026-07-13,SHIFT_B,117,137,1,0,16,0
EMP0032,2026-07-15,SHIFT_B,135,151,3,2,29,0
EMP0032,2026-07-16,SHIFT_B,149,176,2,1,1,0
EMP0032,2026-07-17,SHIFT_B,119,121,2,1,27,0
EMP0032,2026-07-20,SHIFT_B,149,154,3,1,17,0
EMP0032,2026-07-21,SHIFT_B,128,152,3,2,15,0
EMP0032,2026-07-22,SHIFT_B,122,135,3,1,30,0
EMP0032,2026-07-23,SHIFT_B,119,129,1,1,25,0
EMP0032,2026-07-24,SHIFT_B,141,155,3,1,18,0
EMP0032,2026-07-27,SHIFT_B,110,121,1,1,10,0
EMP0032,2026-07-28,SHIFT_B,129,150,3,2,11,0
EMP0032,2026-07-29,SHIFT_B,134,137,1,0,11,0
EMP0032,2026-07-30,SHIFT_B,135,148,1,1,17,0
EMP0032,2026-07-31,SHIFT_B,121,125,1,1,13,0
EMP0032,2026-08-03,SHIFT_B,129,139,3,2,11,0
EMP0032,2026-08-04,SHIFT_B,146,160,3,2,59,0
EMP0032,2026-08-05,SHIFT_B,119,129,1,1,9,0
EMP0032,2026-08-06,SHIFT_B,118,135,1,1,28,0
EMP0032,2026-08-07,SHIFT_B,136,155,3,2,3,0
EMP0032,2026-08-10,SHIFT_B,122,127,3,2,15,0
EMP0032,2026-08-11,SHIFT_B,112,128,1,1,5,0
EMP0032,2026-08-12,SHIFT_B,125,136,1,0,6,0
EMP0032,2026-08-13,SHIFT_B,110,111,2,1,4,0
EMP0032,2026-08-14,SHIFT_B,124,145,3,2,26,0
EMP0032,2026-08-17,SHIFT_B,142,148,1,1,28,0
EMP0032,2026-08-18,SHIFT_B,129,134,3,2,40,0
EMP0032,2026-08-19,SHIFT_B,116,117,1,0,27,0
EMP0032,2026-08-20,SHIFT_B,143,171,2,1,6,0
EMP0032,2026-08-21,SHIFT_B,139,152,2,1,24,0
EMP0032,2026-08-24,SHIFT_B,136,149,1,1,4,0
EMP0032,2026-08-25,SHIFT_B,140,153,2,1,1,0
EMP0032,2026-08-26,SHIFT_B,134,147,3,1,15,0
EMP0032,2026-08-27,SHIFT_B,138,165,3,1,15,0
EMP0032,2026-08-28,SHIFT_B,123,140,1,1,4,0
EMP0032,2026-08-31,SHIFT_B,140,155,2,1,25,0
EMP0032,2026-09-01,SHIFT_B,119,124,1,1,16,0
EMP0032,2026-09-02,SHIFT_B,124,135,1,0,2,0
EMP0032,2026-09-03,SHIFT_B,128,146,3,1,26,0
EMP0032,2026-09-04,SHIFT_B,112,126,1,0,10,0
EMP0032,2026-09-07,SHIFT_B,132,137,1,0,17,0
EMP0032,2026-09-08,SHIFT_B,126,141,1,1,12,0
EMP0032,2026-09-09,SHIFT_B,150,158,2,1,24,0
EMP0032,2026-09-10,SHIFT_B,144,161,2,1,1,0
EMP0032,2026-09-11,SHIFT_B,110,116,1,1,16,0
EMP0033,2025-09-11,SHIFT_B,130,100,3,2,20,0
EMP0033,2025-09-12,SHIFT_B,120,106,3,2,6,0
EMP0033,2025-09-15,SHIFT_B,131,103,3,2,14,0
EMP0033,2025-09-16,SHIFT_B,115,101,3,2,15,1
EMP0033,2025-09-17,SHIFT_B,140,120,4,3,20,0
EMP0033,2025-09-18,SHIFT_B,124,102,3,1,21,0
EMP0033,2025-09-19,SHIFT_B,122,92,4,2,0,0
EMP0033,2025-09-22,SHIFT_B,130,113,3,1,18,0
EMP0033,2025-09-23,SHIFT_B,133,104,3,2,29,0
EMP0033,2025-09-24,SHIFT_B,146,116,3,1,31,0
EMP0033,2025-09-25,SHIFT_B,132,107,3,2,20,0
EMP0033,2025-09-26,SHIFT_B,133,113,5,2,25,0
EMP0033,2025-09-29,SHIFT_B,119,100,4,3,29,0
EMP0033,2025-09-30,SHIFT_B,144,113,3,2,21,0
EMP0033,2025-10-01,SHIFT_B,124,101,4,2,18,0
EMP0033,2025-10-02,SHIFT_B,137,110,4,2,6,0
EMP0033,2025-10-03,SHIFT_B,123,101,3,2,8,0
EMP0033,2025-10-06,SHIFT_B,129,104,3,1,5,0
EMP0033,2025-10-07,SHIFT_B,145,110,4,2,28,0
EMP0033,2025-10-08,SHIFT_B,115,92,4,2,5,0
EMP0033,2025-10-09,SHIFT_B,111,83,3,1,9,0
EMP0033,2025-10-10,SHIFT_B,112,89,4,2,27,0
EMP0033,2025-10-13,SHIFT_B,129,113,3,2,15,0
EMP0033,2025-10-14,SHIFT_B,146,124,4,1,6,0
EMP0033,2025-10-15,SHIFT_B,147,115,3,1,2,0
EMP0033,2025-10-16,SHIFT_B,150,126,4,2,22,0
EMP0033,2025-10-17,SHIFT_B,115,86,3,1,12,0
EMP0033,2025-10-20,SHIFT_B,136,113,3,2,15,0
EMP0033,2025-10-21,SHIFT_B,114,101,3,1,1,0
EMP0033,2025-10-22,SHIFT_B,132,116,3,1,37,0
EMP0033,2025-10-23,SHIFT_B,121,95,3,1,53,0
EMP0033,2025-10-24,SHIFT_B,113,99,4,2,28,0
EMP0033,2025-10-27,SHIFT_B,134,106,3,2,29,0
EMP0033,2025-10-29,SHIFT_B,143,107,3,1,20,0
EMP0033,2025-10-30,SHIFT_B,115,89,3,1,20,0
EMP0033,2025-11-03,SHIFT_B,127,115,3,2,25,0
EMP0033,2025-11-04,SHIFT_B,138,106,3,1,25,0
EMP0033,2025-11-05,SHIFT_B,127,111,3,2,24,0
EMP0033,2025-11-06,SHIFT_B,115,103,3,1,25,0
EMP0033,2025-11-07,SHIFT_B,146,130,5,2,16,0
EMP0033,2025-11-10,SHIFT_B,129,99,3,1,14,0
EMP0033,2025-11-11,SHIFT_B,143,126,5,2,4,0
EMP0033,2025-11-12,SHIFT_B,141,115,5,3,29,0
EMP0033,2025-11-13,SHIFT_B,126,104,3,2,30,0
EMP0033,2025-11-14,SHIFT_B,137,102,4,2,60,0
EMP0033,2025-11-17,SHIFT_B,131,109,3,2,4,0
EMP0033,2025-11-18,SHIFT_B,143,129,4,1,19,0
EMP0033,2025-11-19,SHIFT_B,135,115,3,1,22,0
EMP0033,2025-11-20,SHIFT_B,117,101,3,1,24,0
EMP0033,2025-11-21,SHIFT_B,131,98,3,1,13,0
EMP0033,2025-11-24,SHIFT_B,148,129,4,1,2,0
EMP0033,2025-11-25,SHIFT_B,133,101,3,1,23,0
EMP0033,2025-11-26,SHIFT_B,125,100,3,1,24,0
EMP0033,2025-11-27,SHIFT_B,112,97,4,3,71,0
EMP0033,2025-11-28,SHIFT_B,126,108,3,1,28,0
EMP0033,2025-12-01,SHIFT_B,131,118,4,2,24,0
EMP0033,2025-12-03,SHIFT_B,136,103,4,2,29,0
EMP0033,2025-12-04,SHIFT_B,131,110,3,1,2,0
EMP0033,2025-12-05,SHIFT_B,122,102,4,3,35,0
EMP0033,2025-12-09,SHIFT_B,135,106,3,1,8,0
EMP0033,2025-12-10,SHIFT_B,147,116,3,2,18,0
EMP0033,2025-12-11,SHIFT_B,119,100,3,1,12,0
EMP0033,2025-12-12,SHIFT_B,110,84,3,1,26,0
EMP0033,2025-12-15,SHIFT_B,146,117,4,3,7,0
EMP0033,2025-12-16,SHIFT_B,132,109,3,1,22,0
EMP0033,2025-12-17,SHIFT_B,113,88,3,2,10,0
EMP0033,2025-12-18,SHIFT_B,129,111,3,1,22,0
EMP0033,2025-12-19,SHIFT_B,116,93,3,2,68,0
EMP0033,2025-12-22,SHIFT_B,121,94,3,1,29,1
EMP0033,2025-12-23,SHIFT_B,144,119,4,3,28,0
EMP0033,2025-12-24,SHIFT_B,130,100,3,1,24,0
EMP0033,2025-12-26,SHIFT_B,118,102,3,2,22,0
EMP0033,2025-12-29,SHIFT_B,124,95,3,1,8,0
EMP0033,2025-12-30,SHIFT_B,146,126,4,2,10,0
EMP0033,2026-01-02,SHIFT_B,139,117,4,2,20,0
EMP0033,2026-01-05,SHIFT_B,113,87,3,2,8,0
EMP0033,2026-01-06,SHIFT_B,124,99,3,1,15,0
EMP0033,2026-01-08,SHIFT_B,129,99,4,2,17,0
EMP0033,2026-01-09,SHIFT_B,122,93,3,1,42,0
EMP0033,2026-01-12,SHIFT_B,133,111,3,2,8,0
EMP0033,2026-01-13,SHIFT_B,144,119,5,2,25,0
EMP0033,2026-01-14,SHIFT_B,129,99,3,2,22,0
EMP0033,2026-01-15,SHIFT_B,131,103,4,2,19,0
EMP0033,2026-01-16,SHIFT_B,150,115,5,2,36,0
EMP0033,2026-01-19,SHIFT_B,119,98,3,2,7,0
EMP0033,2026-01-20,SHIFT_B,133,99,3,2,30,0
EMP0033,2026-01-21,SHIFT_B,139,124,4,2,24,0
EMP0033,2026-01-22,SHIFT_B,134,105,3,1,28,0
EMP0033,2026-01-23,SHIFT_B,134,104,4,2,14,0
EMP0033,2026-01-26,SHIFT_B,145,126,4,1,8,0
EMP0033,2026-01-27,SHIFT_B,143,111,4,3,15,0
EMP0033,2026-01-28,SHIFT_B,115,98,3,1,17,0
EMP0033,2026-01-29,SHIFT_B,128,96,3,1,56,0
EMP0033,2026-02-02,SHIFT_B,111,86,3,1,26,0
EMP0033,2026-02-03,SHIFT_B,113,94,3,2,30,0
EMP0033,2026-02-05,SHIFT_B,123,92,3,1,30,0
EMP0033,2026-02-06,SHIFT_B,123,104,3,1,16,0
EMP0033,2026-02-09,SHIFT_B,112,94,4,3,14,0
EMP0033,2026-02-10,SHIFT_B,130,111,3,1,30,0
EMP0033,2026-02-11,SHIFT_B,148,122,4,2,5,0
EMP0033,2026-02-12,SHIFT_B,124,112,4,2,26,0
EMP0033,2026-02-13,SHIFT_B,126,110,4,1,16,0
EMP0033,2026-02-16,SHIFT_B,122,101,3,2,26,1
EMP0033,2026-02-17,SHIFT_B,125,103,3,1,11,0
EMP0033,2026-02-18,SHIFT_B,146,122,4,2,11,0
EMP0033,2026-02-19,SHIFT_B,149,127,4,2,29,0
EMP0033,2026-02-20,SHIFT_B,141,113,5,2,51,0
EMP0033,2026-02-23,SHIFT_B,147,124,5,2,3,0
EMP0033,2026-02-24,SHIFT_B,121,100,4,2,6,0
EMP0033,2026-02-25,SHIFT_B,113,89,4,2,1,0
EMP0033,2026-02-26,SHIFT_B,124,96,4,2,20,0
EMP0033,2026-02-27,SHIFT_B,140,112,3,2,4,0
EMP0033,2026-03-02,SHIFT_B,119,103,4,2,15,0
EMP0033,2026-03-03,SHIFT_B,150,119,5,2,20,0
EMP0033,2026-03-04,SHIFT_B,141,126,4,3,55,0
EMP0033,2026-03-05,SHIFT_B,118,107,3,2,17,0
EMP0033,2026-03-06,SHIFT_B,131,110,3,2,21,0
EMP0033,2026-03-09,SHIFT_B,143,110,3,2,23,0
EMP0033,2026-03-10,SHIFT_B,139,110,3,2,11,0
EMP0033,2026-03-11,SHIFT_B,112,92,3,1,9,0
EMP0033,2026-03-12,SHIFT_B,114,93,3,2,9,0
EMP0033,2026-03-13,SHIFT_B,146,123,4,3,23,0
EMP0033,2026-03-16,SHIFT_B,131,116,5,2,1,0
EMP0033,2026-03-17,SHIFT_B,146,126,5,2,21,0
EMP0033,2026-03-18,SHIFT_B,139,111,4,1,22,0
EMP0033,2026-03-19,SHIFT_B,118,102,3,2,13,0
EMP0033,2026-03-20,SHIFT_B,118,93,3,1,30,0
EMP0033,2026-03-23,SHIFT_B,141,120,4,3,11,0
EMP0033,2026-03-24,SHIFT_B,126,110,3,1,25,0
EMP0033,2026-03-25,SHIFT_B,115,103,4,2,8,0
EMP0033,2026-03-26,SHIFT_B,138,113,3,2,7,0
EMP0033,2026-03-27,SHIFT_B,129,112,3,2,23,0
EMP0033,2026-03-30,SHIFT_B,146,131,4,2,1,0
EMP0033,2026-03-31,SHIFT_B,139,105,3,1,2,0
EMP0033,2026-04-01,SHIFT_B,139,126,5,3,17,0
EMP0033,2026-04-02,SHIFT_B,114,86,3,1,10,0
EMP0033,2026-04-03,SHIFT_B,148,127,4,3,16,0
EMP0033,2026-04-06,SHIFT_B,112,90,3,1,17,0
EMP0033,2026-04-07,SHIFT_B,141,107,3,2,12,0
EMP0033,2026-04-08,SHIFT_B,144,109,4,1,4,0
EMP0033,2026-04-09,SHIFT_B,116,99,3,2,16,0
EMP0033,2026-04-10,SHIFT_B,118,96,3,2,3,0
EMP0033,2026-04-13,SHIFT_B,148,123,4,1,21,0
EMP0033,2026-04-14,SHIFT_B,138,121,4,2,8,0
EMP0033,2026-04-15,SHIFT_B,141,113,5,3,9,0
EMP0033,2026-04-16,SHIFT_B,135,102,3,1,0,0
EMP0033,2026-04-17,SHIFT_B,148,123,4,2,11,0
EMP0033,2026-04-20,SHIFT_B,150,129,4,2,10,0
EMP0033,2026-04-21,SHIFT_B,121,100,4,2,69,0
EMP0033,2026-04-22,SHIFT_B,143,129,4,1,59,0
EMP0033,2026-04-23,SHIFT_B,130,103,3,2,26,0
